character_id,role_type,trait_key,source_file
AFG_mazrak_zadran,corps_commander,trickster,AFG.txt
AFG_mazrak_zadran,corps_commander,guerilla_fighter,AFG.txt
AFG_mazrak_zadran,corps_commander,trait_mountaineer,AFG.txt
AFG_nisar_muhammad_yousafzai,advisor,ARG_communist_insurrectionist,AFG.txt
AFG_nisar_muhammad_yousafzai,country_leader,AFG_general_secretary,AFG.txt
ALB_wilhelm_of_wied,country_leader,skanderbeg_ii,ALB.txt
ALB_enver_hoxha,country_leader,staunch_stalinist,ALB.txt
ALB_tefik_mborja,country_leader,BBA_ALB_fascist_lawyer,ALB.txt
ALB_halil_nergutti,advisor,navy_capital_ship_2,ALB.txt
ALB_ismael_ghaxa,advisor,navy_chief_maneuver_2,ALB.txt
ALB_hajre_fetahu,advisor,naval_theorist,ALB.txt
ALB_xhelal_mitrovica,advisor,air_warfare_theorist,ALB.txt
ALB_selim_moishiou,advisor,army_artillery_2,ALB.txt
ALB_kol_bibe_mirakaj,advisor,army_chief_defensive_2,ALB.txt
ALB_qemal_komani,advisor,military_theorist,ALB.txt
ALB_prenk_pervizi,advisor,army_chief_morale_2,ALB.txt
ALB_alexander_mori,advisor,army_regrouping_2,ALB.txt
ALB_aziz_sulejmani,advisor,air_chief_reform_2,ALB.txt
ALB_kristo_cajupi,advisor,army_concealment_2,ALB.txt
ALB_eqrem_libohova,advisor,air_chief_ground_support_2,ALB.txt
ALB_zuhdi_shabani,advisor,air_chief_safety_2,ALB.txt
ALB_rexhep_mitrovica,advisor,navy_chief_naval_aviation_2,ALB.txt
ALB_hasan_begolli,advisor,navy_chief_commerce_raiding_2,ALB.txt
ALB_fiqri_dine,advisor,war_industrialist,ALB.txt
ALB_midhat_frasheri,advisor,popular_figurehead,ALB.txt
ALB_jocelyn_percy,advisor,prince_of_terror,ALB.txt
ALG_ar,advisor,army_regrouping_2,ALG.txt
ALG_acr,advisor,air_chief_reform_2,ALG.txt
ALG_mt,advisor,military_theorist,ALG.txt
ALG_stc,advisor,smooth_talking_charmer,ALG.txt
ALG_aa2,advisor,army_armored_2,ALG.txt
ALG_acgs,advisor,air_chief_ground_support_2,ALG.txt
ALG_ncm,advisor,navy_chief_maneuver_2,ALG.txt
ALG_nccr,advisor,navy_chief_commerce_raiding_2,ALG.txt
ALG_coi,advisor,captain_of_industry,ALG.txt
ALG_democratic_guy,advisor,democratic_reformer,ALG.txt
ALG_acd2,advisor,army_chief_defensive_2,ALG.txt
ALG_acas,advisor,air_close_air_support_2,ALG.txt
ALG_communist_guy,advisor,communist_revolutionary,ALG.txt
ALG_ncs,advisor,navy_capital_ship_2,ALG.txt
ALG_awt,advisor,air_warfare_theorist,ALG.txt
ALG_pot,advisor,prince_of_terror,ALG.txt
ALG_fascist_guy,advisor,fascist_demagogue,ALG.txt
ALG_ai2,advisor,army_infantry_2,ALG.txt
ALG_nt,advisor,naval_theorist,ALG.txt
ALG_aco2,advisor,army_chief_organizational_2,ALG.txt
ANG_acgs,advisor,air_chief_ground_support_2,ANG.txt
ANG_ncm,advisor,navy_chief_maneuver_2,ANG.txt
ANG_mt,advisor,military_theorist,ANG.txt
ANG_nt,advisor,naval_theorist,ANG.txt
ANG_ai2,advisor,army_infantry_2,ANG.txt
ANG_fascist_guy,advisor,fascist_demagogue,ANG.txt
ANG_stc,advisor,smooth_talking_charmer,ANG.txt
ANG_communist_guy,advisor,communist_revolutionary,ANG.txt
ANG_aa2,advisor,army_armored_2,ANG.txt
ANG_ar,advisor,army_regrouping_2,ANG.txt
ANG_acd2,advisor,army_chief_defensive_2,ANG.txt
ANG_acr,advisor,air_chief_reform_2,ANG.txt
ANG_coi,advisor,captain_of_industry,ANG.txt
ANG_acas,advisor,air_close_air_support_2,ANG.txt
ANG_awt,advisor,air_warfare_theorist,ANG.txt
ANG_pot,advisor,prince_of_terror,ANG.txt
ANG_nccr,advisor,navy_chief_commerce_raiding_2,ANG.txt
ANG_aco2,advisor,army_chief_organizational_2,ANG.txt
ANG_democratic_guy,advisor,democratic_reformer,ANG.txt
ANG_ncs,advisor,navy_capital_ship_2,ANG.txt
AOI_prince_amedeo,field_marshal,politically_connected,AOI.txt
AOI_prince_amedeo,field_marshal,inflexible_strategist,AOI.txt
AOI_prince_amedeo,country_leader,duke_of_aosta,AOI.txt
AOI_prince_amedeo,country_leader,iron_duke,AOI.txt
AOI_prince_amedeo,country_leader,viceroy_of_aoi,AOI.txt
AOI_enrico_cerulli,advisor,scholar_of_ethiopian_and_somali_studies,AOI.txt
AOI_guglielmo_nasi,corps_commander,brilliant_strategist,AOI.txt
AOI_guglielmo_nasi,corps_commander,irregulars_officer,AOI.txt
AOI_ruggero_santini,corps_commander,trait_mountaineer,AOI.txt
AOI_ruggero_santini,corps_commander,hill_fighter,AOI.txt
AOI_ruggero_santini,corps_commander,adaptable,AOI.txt
AOI_vincenzo_de_feo,navy_leader,spotter,AOI.txt
ARG_agustin_pedro_justo,advisor,SWI_nationalistic_industrialist,ARG.txt
ARG_agustin_pedro_justo,advisor,military_theorist,ARG.txt
ARG_agustin_pedro_justo,country_leader,ARG_fraudulent_industrialist,ARG.txt
ARG_agustin_pedro_justo,corps_commander,politically_connected,ARG.txt
ARG_agustin_pedro_justo,corps_commander,harsh_leader,ARG.txt
ARG_roberto_maria_ortiz,advisor,NOR_compliant_politician,ARG.txt
ARG_roberto_maria_ortiz,country_leader,ARG_radical_antipersonnel,ARG.txt
ARG_ramon_castillo,advisor,sharp_tongued_lawyer,ARG.txt
ARG_ramon_castillo,advisor,quartermaster_general,ARG.txt
ARG_ramon_castillo,country_leader,ARG_conservative_traditionalist,ARG.txt
ARG_pedro_pablo_ramirez,advisor,SWI_militaristic_nationalist,ARG.txt
ARG_pedro_pablo_ramirez,advisor,army_chief_defensive_2,ARG.txt
ARG_pedro_pablo_ramirez,field_marshal,career_officer,ARG.txt
ARG_pedro_pablo_ramirez,field_marshal,brilliant_strategist,ARG.txt
ARG_pedro_pablo_ramirez,country_leader,ARG_moderate_dictator,ARG.txt
ARG_edelmiro_julian_farrell,advisor,quartermaster_general,ARG.txt
ARG_edelmiro_julian_farrell,advisor,naval_theorist,ARG.txt
ARG_edelmiro_julian_farrell,country_leader,ARG_brigadier_general,ARG.txt
ARG_edelmiro_julian_farrell,corps_commander,inflexible_strategist,ARG.txt
ARG_nimio_de_anquin,advisor,ARG_argentine_fascist,ARG.txt
ARG_nimio_de_anquin,country_leader,ARG_argentine_nationalist,ARG.txt
ARG_marcelo_t_de_alvear,advisor,democratic_crusader,ARG.txt
ARG_marcelo_t_de_alvear,country_leader,ARG_harsh_democrat,ARG.txt
ARG_enrique_mosca,advisor,democratic_reformer,ARG.txt
ARG_enrique_mosca,country_leader,ARG_prominent_centrist,ARG.txt
ARG_victorio_codovilla,advisor,communist_revolutionary,ARG.txt
ARG_fanny_edelman,advisor,ARG_socialist_feminist,ARG.txt
ARG_fanny_edelman,country_leader,ARG_feminist_revolutionary,ARG.txt
ARG_fanny_edelman,corps_commander,war_hero,ARG.txt
ARG_rodolfo_ghioldi,advisor,socialist_writer,ARG.txt
ARG_rodolfo_ghioldi,country_leader,ARG_communist_insurrectionist,ARG.txt
ARG_rodolfo_ghioldi,corps_commander,trait_reckless,ARG.txt
ARG_antonio_soto,advisor,anti_unionist_pure_anarchist,ARG.txt
ARG_antonio_soto,country_leader,ARG_anarchosyndicalist,ARG.txt
ARG_antonio_soto,corps_commander,infantry_officer,ARG.txt
ARG_arturo_rawson,field_marshal,defensive_doctrine,ARG.txt
ARG_carlos_marquez,advisor,military_theorist,ARG.txt
ARG_carlos_marquez,corps_commander,engineer_officer,ARG.txt
ARG_juan_pistarini,corps_commander,urban_assault_specialist,ARG.txt
ARG_juan_pistarini,corps_commander,fortress_buster,ARG.txt
ARG_eduardo_avalos,advisor,army_logistics_2,ARG.txt
ARG_eduardo_avalos,corps_commander,politically_connected,ARG.txt
ARG_juan_tonazzi,corps_commander,trait_cautious,ARG.txt
ARG_juan_tonazzi,corps_commander,inflexible_strategist,ARG.txt
ARG_juan_peron,advisor,army_regrouping_2,ARG.txt
ARG_juan_peron,corps_commander,career_officer,ARG.txt
ARG_juan_peron,corps_commander,harsh_leader,ARG.txt
ARG_alberto_gilbert,advisor,grand_battle_plan_expert,ARG.txt
ARG_alberto_gilbert,corps_commander,armor_officer,ARG.txt
ARG_diego_mason,advisor,superior_firepower_expert,ARG.txt
ARG_diego_mason,corps_commander,cavalry_officer,ARG.txt
ARG_alberto_teisaire,navy_leader,chief_engineer,ARG.txt
ARG_eleazar_videla,advisor,navy_capital_ship_2,ARG.txt
ARG_eleazar_videla,navy_leader,cuts_corners,ARG.txt
ARG_benito_sueyro,advisor,navy_chief_commerce_raiding_2,ARG.txt
ARG_benito_sueyro,navy_leader,gentlemanly,ARG.txt
ARG_leon_scasso,advisor,naval_theorist,ARG.txt
ARG_leon_scasso,navy_leader,gunnery_expert,ARG.txt
ARG_uribaldi_diaz_brittenberg,advisor,air_close_air_support_2,ARG.txt
ARG_oscar_muratorio,advisor,air_close_air_support_2,ARG.txt
ARG_francisco_m_velez,advisor,army_regrouping_2,ARG.txt
ARG_jose_tamborni,advisor,air_chief_night_operations_2,ARG.txt
ARG_manuel_a_rodriguez,advisor,army_chief_offensive_2,ARG.txt
ARG_hortensio_quijano,advisor,air_warfare_theorist,ARG.txt
ARG_bartolome_de_la_colina,advisor,air_warfare_theorist,ARG.txt
ARG_segundo_storni,advisor,grand_fleet_proponent,ARG.txt
ARG_pedro_s_casal,advisor,navy_chief_maneuver_2,ARG.txt
ARG_antonio_parodi,advisor,air_chief_ground_support_2,ARG.txt
ARG_edmundo_sustaita,advisor,air_chief_night_operations_2,ARG.txt
ARG_basilio_pertine,advisor,army_chief_drill_2,ARG.txt
ARG_heriberto_la_galine,advisor,navy_chief_commerce_raiding_2,ARG.txt
ARG_thomas_martinez,advisor,army_logistics_2,ARG.txt
ARG_manuel_maria_de_iriondo,advisor,prince_of_terror,ARG.txt
ARG_luis_podesta_costa,advisor,backroom_backstabber,ARG.txt
ARG_hugo_wast,advisor,backroom_backstabber,ARG.txt
ARG_raul_prebisch,advisor,captain_of_industry,ARG.txt
ARG_julio_roca,advisor,silent_workhorse,ARG.txt
ARG_honorio_pueyrredon,advisor,compassionate_gentleman,ARG.txt
ARG_diogenes_taboada,advisor,financial_expert,ARG.txt
ARG_guillermo_rothe,advisor,social_reformer,ARG.txt
ARG_frederick_pinedo,advisor,JUNO_socialist_economist,ARG.txt
ARG_jose_cantilo,advisor,silver_tongue_no_lar,ARG.txt
ARG_enrique_ruiz_guinazu,advisor,tenacious_negotiator,ARG.txt
ARG_vincente_gallo,advisor,ARG_university_rector,ARG.txt
ARG_carlos_lamas,advisor,ARG_nobel_peace_prize_winner,ARG.txt
ARG_osmar_hellmuth,advisor,ARG_bolivar_agent,ARG.txt
ARG_eva_peron,advisor,ARG_womans_peronist,ARG.txt
AST_alan_vasey,corps_commander,hill_fighter,AST.txt
AST_horace_robertson,corps_commander,desert_fox,AST.txt
AST_john_northcott,corps_commander,armor_officer,AST.txt
AST_harold_farncomb,navy_leader,aviation_enthusiast,AST.txt
AST_harold_farncomb,navy_leader,naval_lineage,AST.txt
AST_victor_crutchley,navy_leader,bold,AST.txt
AST_norman_makin,advisor,naval_theorist,AST.txt
AST_james_fairbairn,advisor,air_warfare_theorist,AST.txt
AST_john_lavarack,advisor,army_chief_defensive_2,AST.txt
AST_sydney_rowell,advisor,army_chief_organizational_2,AST.txt
AST_vernon_sturdee,advisor,army_chief_offensive_1,AST.txt
AST_ragnar_colvin,advisor,navy_chief_reform_2,AST.txt
AST_jack_crace,advisor,navy_chief_decisive_battle_2,AST.txt
AST_richard_williams,advisor,air_chief_safety_3,AST.txt
AST_charles_burnett,advisor,air_chief_reform_2,AST.txt
AST_arthur_allen,advisor,army_infantry_3,AST.txt
AST_clive_caldwell,advisor,air_air_superiority_3,AST.txt
AST_john_collins,advisor,navy_capital_ship_2,AST.txt
AST_edmund_herring,advisor,army_artillery_2,AST.txt
AST_arthur_drakeford,advisor,air_air_combat_training_2,AST.txt
AST_cederic_hicks,advisor,army_logistics_2,AST.txt
AST_alexander_hore_ruthven,advisor,quartermaster_general,AST.txt
AST_robert_g_menzies,advisor,backroom_backstabber,AST.txt
AST_ben_chifley,advisor,smooth_talking_charmer,AST.txt
AST_herbert_v_evatt,advisor,silent_workhorse,AST.txt
AST_jack_beasley,advisor,war_industrialist,AST.txt
AST_frank_forde,advisor,compassionate_gentleman,AST.txt
AST_generic_fascist_demagogue,advisor,fascist_demagogue,AST.txt
AST_lance_sharkey,advisor,communist_revolutionary,AST.txt
AST_arthur_calwell,advisor,democratic_reformer,AST.txt
AUS_kurt_schuschnigg,advisor,fascist_corporatist,AUS.txt
AUS_kurt_schuschnigg,country_leader,AUS_under_german_pressure,AUS.txt
AUS_ernst_rudiger_starhemberg,advisor,AUS_prince_of_starhemberg,AUS.txt
AUS_ernst_rudiger_starhemberg,country_leader,anti_communist,AUS.txt
AUS_ernst_rudiger_starhemberg,corps_commander,militias_officer,AUS.txt
AUS_ernst_rudiger_starhemberg,corps_commander,politically_connected,AUS.txt
AUS_wilhelm_miklas,country_leader,popular_figurehead2,AUS.txt
AUS_karl_renner,country_leader,resolute_social_democrat,AUS.txt
AUS_vinzenz_schumy,country_leader,AUS_right_wing_democrat,AUS.txt
AUS_alfred_klahr,country_leader,marxist_philosopher,AUS.txt
AUS_julius_raab,advisor,captain_of_industry,AUS.txt
AUS_leopold_figl,advisor,popular_figurehead,AUS.txt
AUS_franz_winkler,advisor,AUS_putschminister,AUS.txt
AUS_ludwig_von_mises,advisor,AUS_treasurer_of_the_monarchy,AUS.txt
AUS_heimito_von_doderer,advisor,AUS_fascist_writer,AUS.txt
AUS_hans_pertner,advisor,AUS_minister_of_education,AUS.txt
AUS_johannes_of_liechtenstein,advisor,AUS_younger_prince_of_liechtenstein,AUS.txt
AUS_johannes_of_liechtenstein,navy_leader,navy_career_officer,AUS.txt
AUS_alois_of_liechtenstein,advisor,AUS_older_prince_of_liechtenstein,AUS.txt
AUS_heinrich_maier,advisor,AUS_secretive_priest,AUS.txt
AUS_leopold_waber,advisor,NOR_fascist_advocate,AUS.txt
AUS_viktor_kienbock,advisor,AUS_financier_of_fascism,AUS.txt
AUS_karl_polheim,advisor,AUS_ruthless_university_rector,AUS.txt
AUS_marianne_pollak,advisor,ARG_socialist_feminist,AUS.txt
AUS_bruno_kreisky,advisor,AUS_meticulous_lawyer,AUS.txt
AUS_theodor_innitzer,advisor,AUS_fascist_cardinal,AUS.txt
AUS_elizabet_von_gutmann,advisor,AUS_resourceful_princess,AUS.txt
AUS_malke_schorr,advisor,AUS_the_red_helper,AUS.txt
AUS_egon_schonhof,advisor,AUS_communist_lawyer,AUS.txt
AUS_franz_koritschoner,advisor,AUS_communist_revolutionary,AUS.txt
AUS_adolf_scharf,advisor,silent_workhorse,AUS.txt
AUS_adolf_hoch,advisor,AUS_reknowned_architecht,AUS.txt
AUS_otto_bauer,advisor,AUS_the_father_of_austromarxism,AUS.txt
AUS_ernst_kaltenbrunner,advisor,head_of_intelligence,AUS.txt
AUS_ernst_kaltenbrunner,advisor,army_chief_defensive_1,AUS.txt
AUS_maximilian_ronge,advisor,AUS_veteran_head_of_agency,AUS.txt
AUS_friedrich_mandl,advisor,war_industrialist,AUS.txt
AUS_karl_eglseer,corps_commander,trickster,AUS.txt
AUS_karl_eglseer,corps_commander,trait_mountaineer,AUS.txt
AUS_friedrich_materna,corps_commander,infantry_leader,AUS.txt
AUS_emil_liebitzky,corps_commander,media_personality,AUS.txt
AUS_ludwig_von_eimannsberger,corps_commander,panzer_leader,AUS.txt
AUS_alfred_ritter_von_hubicki,corps_commander,armor_officer,AUS.txt
AUS_alfred_ritter_von_hubicki,corps_commander,panzer_leader,AUS.txt
AUS_valentin_feuerstein,corps_commander,trait_mountaineer,AUS.txt
AUS_ernst_hammer,corps_commander,trait_engineer,AUS.txt
AUS_mauritz_von_wiktorin,corps_commander,politically_connected,AUS.txt
AUS_curt_von_jesser,corps_commander,trait_reckless,AUS.txt
AUS_julius_deutsch,corps_commander,militias_officer,AUS.txt
AUS_richard_steidle,corps_commander,militias_officer,AUS.txt
AUS_johann_jacob_reverta,corps_commander,harsh_leader,AUS.txt
AUS_carl_heinz_birnbacher,navy_leader,navy_career_officer,AUS.txt
AUS_alfred_jansa,advisor,army_chief_defensive_2,AUS.txt
AUS_alfred_jansa,field_marshal,organizer,AUS.txt
AUS_alfred_jansa,field_marshal,thorough_planner,AUS.txt
AUS_alfred_jansa,field_marshal,war_hero,AUS.txt
AUS_wilhelm_gebauer,advisor,army_chief_morale_3,AUS.txt
AUS_wilhelm_gebauer,field_marshal,brilliant_strategist,AUS.txt
AUS_wilhelm_gebauer,field_marshal,war_hero,AUS.txt
AUS_wilhelm_gebauer,field_marshal,inspirational_leader,AUS.txt
AUS_wilhelm_gebauer,field_marshal,skilled_staffer,AUS.txt
AUS_franz_bohme,advisor,army_chief_offensive_2,AUS.txt
AUS_franz_bohme,advisor,army_chief_maneuver_2,AUS.txt
AUS_franz_bohme,field_marshal,brilliant_strategist,AUS.txt
AUS_franz_bohme,field_marshal,harsh_leader,AUS.txt
AUS_franz_bohme,field_marshal,offensive_doctrine,AUS.txt
AUS_odilo_globocnik,advisor,army_chief_entrenchment_1,AUS.txt
AUS_eduard_freiherr,advisor,army_chief_offensive_1,AUS.txt
AUS_godwin_von_brumowski,advisor,air_air_combat_training_3,AUS.txt
AUS_alexander_lohr,advisor,air_chief_reform_2,AUS.txt
AUS_otto_schobel,advisor,air_chief_ground_support_2,AUS.txt
AUS_paul_von_hegedus,advisor,navy_chief_decisive_battle_2,AUS.txt
AUS_josef_teufl,advisor,navy_chief_naval_aviation_2,AUS.txt
AUS_franz_von_keil,advisor,navy_chief_decisive_battle_2,AUS.txt
AUS_gottfried_freiherr_von_banfeld,advisor,navy_chief_naval_aviation_2,AUS.txt
AUS_julius_yllam,advisor,air_warfare_theorist,AUS.txt
AUS_alois_schonburg_hartenstein,advisor,grand_battle_plan_expert,AUS.txt
AUS_otto_meixner_von_zweienstamm,advisor,military_theorist,AUS.txt
AUS_wilhelm_zehner,advisor,army_regrouping_2,AUS.txt
AUS_viktor_seebauer,advisor,air_bomber_interception_2,AUS.txt
AUS_lothar_rendulic,advisor,army_infantry_2,AUS.txt
AUS_lothar_rendulic,corps_commander,infantry_officer,AUS.txt
AUS_lothar_rendulic,corps_commander,infantry_leader,AUS.txt
AUS_eugen_beyer,advisor,army_commando_2,AUS.txt
AUS_eugen_beyer,field_marshal,offensive_doctrine,AUS.txt
AUS_eugen_beyer,field_marshal,commando,AUS.txt
AUS_eugen_beyer,field_marshal,career_officer,AUS.txt
AUS_arthur_von_pongracz,advisor,army_cavalry_2,AUS.txt
AUS_theodor_korner,advisor,army_concealment_1,AUS.txt
AUS_theodor_korner,corps_commander,militias_officer,AUS.txt
AUS_josef_brunner,advisor,air_air_superiority_2,AUS.txt
BAN_a_k_fazlul_huq,country_leader,resolute_social_democrat,BAN.txt
BAN_pot,advisor,prince_of_terror,BAN.txt
BAN_aco2,advisor,army_chief_organizational_2,BAN.txt
BAN_mt,advisor,military_theorist,BAN.txt
BAN_ar,advisor,army_regrouping_2,BAN.txt
BAN_fascist_guy,advisor,fascist_demagogue,BAN.txt
BAN_acd2,advisor,army_chief_defensive_2,BAN.txt
BAN_ncm,advisor,navy_chief_maneuver_2,BAN.txt
BAN_ai2,advisor,army_infantry_2,BAN.txt
BAN_acas,advisor,air_close_air_support_2,BAN.txt
BAN_democratic_guy,advisor,democratic_reformer,BAN.txt
BAN_aa2,advisor,army_armored_2,BAN.txt
BAN_awt,advisor,air_warfare_theorist,BAN.txt
BAN_coi,advisor,captain_of_industry,BAN.txt
BAN_stc,advisor,smooth_talking_charmer,BAN.txt
BAN_acgs,advisor,air_chief_ground_support_2,BAN.txt
BAN_nccr,advisor,navy_chief_commerce_raiding_2,BAN.txt
BAN_ncs,advisor,navy_capital_ship_2,BAN.txt
BAN_nt,advisor,naval_theorist,BAN.txt
BAN_communist_guy,advisor,communist_revolutionary,BAN.txt
BAN_acr,advisor,air_chief_reform_2,BAN.txt
BAR_yeta_iii,country_leader,litunga_of_the_barotse,BAR.txt
BAY_rupprecht_of_bavaria,field_marshal,organizer,BAY.txt
BAY_rupprecht_of_bavaria,field_marshal,thorough_planner,BAY.txt
BAY_rupprecht_of_bavaria,field_marshal,old_guard,BAY.txt
BAY_rupprecht_of_bavaria,field_marshal,politically_connected,BAY.txt
BEL_hubert_pierlot,advisor,JUNO_minister_of_foreign_affairs,BEL.txt
BEL_paul_van_zeeland,advisor,silent_workhorse,BEL.txt
BEL_paul_van_zeeland,country_leader,BEL_corrupt_old_guard,BEL.txt
BEL_paul_henri_spaak,advisor,BEL_canny_diplomat,BEL.txt
BEL_paul_henri_spaak,advisor,captain_of_industry,BEL.txt
BEL_emile_vanderveld,country_leader,BEL_le_patron,BEL.txt
BEL_leon_degrelle,advisor,BEL_fascist_firebrand,BEL.txt
BEL_leon_degrelle,country_leader,BEL_belgian_inquisitor,BEL.txt
BEL_henri_de_man,advisor,BEL_man_with_a_plan,BEL.txt
BEL_charles_count_of_flanders_person,advisor,BEL_quiet_royal,BEL.txt
BEL_raoul_van_overstraeten,advisor,army_chief_offensive_3,BEL.txt
BEL_raoul_van_overstraeten,advisor,superior_firepower_expert,BEL.txt
BEL_raoul_van_overstraeten,advisor,air_chief_old_guard,BEL.txt
BEL_raoul_van_overstraeten,field_marshal,brilliant_strategist,BEL.txt
BEL_oscar_michiels,advisor,army_chief_defensive_2,BEL.txt
BEL_oscar_michiels,advisor,army_logistics_2,BEL.txt
BEL_oscar_michiels,corps_commander,career_officer,BEL.txt
BEL_oscar_michiels,corps_commander,organizer,BEL.txt
BEL_victor_van_strydonck_de_burkel,corps_commander,cavalry_officer,BEL.txt
BEL_victor_van_strydonck_de_burkel,corps_commander,career_officer,BEL.txt
BEL_jules_pire,advisor,military_theorist,BEL.txt
BEL_jules_pire,corps_commander,career_officer,BEL.txt
BEL_jules_pire,corps_commander,urban_assault_specialist,BEL.txt
BEL_maurice_keyaerts,corps_commander,ranger,BEL.txt
BEL_yvan_gerard,advisor,navy_naval_air_defense_2,BEL.txt
BEL_lucien_lippert,corps_commander,infantry_officer,BEL.txt
BEL_jean_baptise_piron,corps_commander,infantry_officer,BEL.txt
BEL_victor_descamps,corps_commander,ranger,BEL.txt
BEL_victor_descamps,corps_commander,infantry_officer,BEL.txt
BEL_lambert_chardome,advisor,army_commando_2,BEL.txt
BEL_lambert_chardome,corps_commander,career_officer,BEL.txt
BEL_lambert_chardome,corps_commander,ranger,BEL.txt
BEL_lambert_chardome,corps_commander,commando,BEL.txt
BEL_lambert_chardome,corps_commander,war_hero,BEL.txt
BEL_eddy_blondeel,corps_commander,commando,BEL.txt
BEL_fernand_verstraete,advisor,army_artillery_2,BEL.txt
BEL_georges_timmermans,navy_leader,bold,BEL.txt
BEL_willy_coppens,advisor,air_chief_reform_1,BEL.txt
BEL_willy_coppens,advisor,air_air_combat_training_2,BEL.txt
BEL_remy_van_lierde,advisor,air_bomber_interception_2,BEL.txt
BEL_remy_van_lierde,advisor,air_warfare_theorist,BEL.txt
BEL_jean_offenburg,advisor,air_air_superiority_1,BEL.txt
BEL_raymond_lallemant,advisor,air_close_air_support_1,BEL.txt
BEL_mike_donnet,advisor,air_chief_ground_support_2,BEL.txt
BEL_dieudonne_salve,advisor,BEL_arms_designer,BEL.txt
BEL_dieudonne_salve,advisor,BEL_arms_designer_no_aat,BEL.txt
BEL_prudent_nuyten,advisor,BEL_minister_of_national_defence_nuyten,BEL.txt
BEL_prudent_nuyten,advisor,army_chief_entrenchment_2,BEL.txt
BEL_albert_deveze,advisor,BEL_minister_of_national_defence_deveze,BEL.txt
BEL_albert_deveze,advisor,army_entrenchment_2,BEL.txt
BEL_edouard_van_den_burgen,advisor,BEL_mobilization_proponent,BEL.txt
