idea_key,slot,is_law,cost,removal_cost,is_default,source_file
SWI_citizen_militia_2,mobilization_laws,yes,200,-1,no,_manpower.txt
AFG_mohammad_zahir_shah_ns,country,no,,-1,no,afghanistan.txt
AFG_mohammad_zahir_shah_ns_upgrade_1,country,no,,-1,no,afghanistan.txt
AFG_mohammad_zahir_shah_ns_negative,country,no,,-1,no,afghanistan.txt
AFG_pashtunwali,country,no,,-1,no,afghanistan.txt
AFG_pashtun_domination,country,no,,-1,no,afghanistan.txt
AFG_concessions_pashtunwali,country,no,,-1,no,afghanistan.txt
AFG_state_atheism,country,no,,-1,no,afghanistan.txt
AFG_turkish_military_mission,country,no,,-1,no,afghanistan.txt
AFG_radio_networks,country,no,,-1,no,afghanistan.txt
AFG_renew_soviet_trade_agreement,country,no,,-1,no,afghanistan.txt
AFG_democratic_influence,country,no,,-1,no,afghanistan.txt
AFG_communism_influence,country,no,,-1,no,afghanistan.txt
AFG_fascism_influence,country,no,,-1,no,afghanistan.txt
AFG_neutral_influence,country,no,,-1,no,afghanistan.txt
AFG_infrastructure_investment,country,no,,-1,no,afghanistan.txt
AFG_hellmand_altered_no_treaty,country,no,,-1,no,afghanistan.txt
PER_hellmand_altered_no_treaty,country,no,,-1,no,afghanistan.txt
AFG_hellmand_altered_adopted_treaty,country,no,,-1,no,afghanistan.txt
PER_hellmand_altered_adopted_treaty,country,no,,-1,no,afghanistan.txt
AFG_placated_graduates,country,no,,-1,no,afghanistan.txt
AFG_expanded_education,country,no,,-1,no,afghanistan.txt
AFG_defending_the_nation_idea,country,no,,-1,no,afghanistan.txt
AFG_communist_graduates,country,no,,-1,no,afghanistan.txt
AFG_democratic_graduates,country,no,,-1,no,afghanistan.txt
AFG_fascist_graduates,country,no,,-1,no,afghanistan.txt
AFG_neutrality_graduates,country,no,,-1,no,afghanistan.txt
AFG_integrate_puppet,country,no,,-1,no,afghanistan.txt
AFG_anti_soviet_cooperation_idea,country,no,,,no,afghanistan.txt
AFG_republic_idea,country,no,,,no,afghanistan.txt
AFG_curtail_anti_democratic_sentiments,country,no,,,no,afghanistan.txt
AFG_communist_influence,country,no,,-1,no,afghanistan.txt
AFG_democratic_influence_2,country,no,,-1,no,afghanistan.txt
AFG_fascist_influence,country,no,,-1,no,afghanistan.txt
AFG_neutrality_influence,country,no,,-1,no,afghanistan.txt
AFG_aid_fascists_cw,country,no,,,no,afghanistan.txt
AFG_aid_communists_cw,country,no,,,no,afghanistan.txt
AFG_aid_rebels_cw,country,no,,,no,afghanistan.txt
AFG_communist_international_brigades,country,no,,,no,afghanistan.txt
AFG_aid_king_zahir_cw,country,no,,,no,afghanistan.txt
AFG_shadows_of_the_emir_no_lar,country,no,,-1,no,afghanistan.txt
AFG_from_the_ashes,country,no,,-1,no,afghanistan.txt
AFG_jezail_production,country,no,,-1,no,afghanistan.txt
AFG_raj_attack_bonus,country,no,,-1,no,afghanistan.txt
AFG_sov_attack_bonus,country,no,,-1,no,afghanistan.txt
AFG_work_with_ger_intel_bonus,country,no,,-1,no,afghanistan.txt
AFG_emerging_economy,country,no,,,no,afghanistan.txt
AFG_islamic_republic_idea,country,no,,,no,afghanistan.txt
AFG_counter_elite_on_the_rise,country,no,,,no,afghanistan.txt
AFG_pro_democratic_influx,country,no,,,no,afghanistan.txt
AFG_new_young_afghan_movement,country,no,,,no,afghanistan.txt
AFG_constructing_a_national_identity_idea,country,no,,,no,afghanistan.txt
AFG_a_nation_united_idea,country,no,,,no,afghanistan.txt
AFG_foreign_advisors_present,country,no,,,no,afghanistan.txt
AFG_low_legitimacy_debuff,country,no,,-1,no,afghanistan.txt
AFG_expanded_the_madrasas_idea,country,no,,-1,no,afghanistan.txt
AFG_expanded_the_madrasas_2_idea,country,no,,-1,no,afghanistan.txt
AFG_reviving_the_workshop_of_the_world,country,no,,-1,no,afghanistan.txt
AFG_modern_cataphracts_idea,country,no,,-1,no,afghanistan.txt
AFG_lashkar_regiments_idea,country,no,,-1,no,afghanistan.txt
AFG_compulsory_jizya,country,no,,-1,no,afghanistan.txt
AFG_sikh_volunteers_idea,country,no,,-1,no,afghanistan.txt
AFG_turkestan_legion_idea,country,no,,-1,no,afghanistan.txt
AFG_crushing_the_heirs_of_the_marathas,country,no,,-1,no,afghanistan.txt
AFG_da_afghanistan_bank_idea,industrial_concern,no,50,10,no,afghanistan.txt
AFG_baghlan_sugar_factory_idea,industrial_concern,no,150,10,no,afghanistan.txt
AFG_railway_company_idea,industrial_concern,no,75,10,no,afghanistan.txt
AFG_electrical_company_idea,industrial_concern,no,75,10,no,afghanistan.txt
AFG_textile_company_idea,industrial_concern,no,50,10,no,afghanistan.txt
independent_air_force_spirit,air_force_spirit,no,,,no,air_spirits.txt
industrial_destruction_spirit,air_force_spirit,no,,,no,air_spirits.txt
dive_bombing_spirit,air_force_spirit,no,,,no,air_spirits.txt
material_destruction_spirit,air_force_spirit,no,,,no,air_spirits.txt
industry_liasons_spirit,air_force_spirit,no,,,no,air_spirits.txt
effective_training_programs_spirit,air_force_spirit,no,,,no,air_spirits.txt
branch_independence_spirit,air_force_spirit,no,,,no,air_spirits.txt
air_crew_surveys_spirit,air_force_spirit,no,,,no,air_spirits.txt
battlefield_air_interdiction_spirit,air_force_command_spirit,no,,,no,air_spirits.txt
cag_night_fighting_spirit,air_force_command_spirit,no,,,no,air_spirits.txt
veteran_air_instructors_spirit,air_force_command_spirit,no,,,no,air_spirits.txt
centralized_control_spirit,air_force_command_spirit,no,,,no,air_spirits.txt
steel_wings_steel_hearts_spirit,air_force_command_spirit,no,,,no,air_spirits.txt
home_defence_spirit,air_force_command_spirit,no,,,no,air_spirits.txt
air_power_projection_spirit,air_force_command_spirit,no,,,no,air_spirits.txt
massed_strike_spirit,air_force_command_spirit,no,,,no,air_spirits.txt
continuous_strike_spirit,air_force_command_spirit,no,,,no,air_spirits.txt
strategic_strike_spirit,air_force_command_spirit,no,,,no,air_spirits.txt
ADU_democratic_guy,political_advisor,no,,,no,andalusia.txt
ADU_communist_guy,political_advisor,no,,,no,andalusia.txt
ADU_fascist_guy,political_advisor,no,,,no,andalusia.txt
ADU_pot,political_advisor,no,,,no,andalusia.txt
ADU_coi,political_advisor,no,,,no,andalusia.txt
ADU_stc,political_advisor,no,,,no,andalusia.txt
ADU_aco2,army_chief,no,,,no,andalusia.txt
ADU_acd2,army_chief,no,,,no,andalusia.txt
ADU_acr,air_chief,no,,,no,andalusia.txt
ADU_acgs,air_chief,no,,,no,andalusia.txt
ADU_nccr,navy_chief,no,,,no,andalusia.txt
ADU_ncm,navy_chief,no,,,no,andalusia.txt
ADU_ar,high_command,no,,,no,andalusia.txt
ADU_ai2,high_command,no,,,no,andalusia.txt
ADU_aa2,high_command,no,,,no,andalusia.txt
ADU_acas,high_command,no,,,no,andalusia.txt
ADU_ncs,high_command,no,,,no,andalusia.txt
ADU_mt,theorist,no,,,no,andalusia.txt
ADU_nt,theorist,no,,,no,andalusia.txt
ADU_awt,theorist,no,,,no,andalusia.txt
ARG_infamous_decade_idea,country,no,,-1,no,argentina.txt
ARG_infamous_decade_2_idea,country,no,,-1,no,argentina.txt
ARG_infamous_decade_3_idea,country,no,,-1,no,argentina.txt
ARG_infamous_decade_4_idea,country,no,,-1,no,argentina.txt
ARG_british_cooperation_idea,country,no,,-1,no,argentina.txt
ARG_public_works_investment_idea,country,no,,-1,no,argentina.txt
ARG_towards_a_greater_argentina_idea,country,no,,-1,no,argentina.txt
ARG_economic_reactivation_idea,country,no,,-1,no,argentina.txt
ARG_civilian_economy_boost_idea,country,no,,-1,no,argentina.txt
ARG_invest_in_roads_idea,country,no,,-1,no,argentina.txt
ARG_invest_in_railways_idea,country,no,,-1,no,argentina.txt
ARG_resource_extration_focus,country,no,,-1,no,argentina.txt
ARG_construction_guilds_idea,country,no,,-1,no,argentina.txt
ARG_roca_runciman_treaty_idea,country,no,,-1,no,argentina.txt
ARG_eden_malbran_treaty_idea,country,no,,-1,no,argentina.txt
ARG_roca_runciman_new_partner_idea,country,no,,-1,no,argentina.txt
ARG_raf_cooperation_idea,country,no,,-1,no,argentina.txt
ARG_argentine_beef_idea,country,no,,-1,no,argentina.txt
ARG_argentine_beef_trade_idea,country,no,,-1,no,argentina.txt
ARG_argentine_metropole_idea,country,no,,-1,no,argentina.txt
ARG_our_own_path_idea,country,no,,-1,no,argentina.txt
ARG_subdue_dissension_idea,country,no,,-1,no,argentina.txt
ARG_maintain_neutrality_idea,country,no,,-1,no,argentina.txt
ARG_american_allyship_idea,country,no,,-1,no,argentina.txt
ARG_envoy_to_london_idea,country,no,,-1,no,argentina.txt
ARG_counter_interlligence_program_idea,country,no,,,no,argentina.txt
ARG_integrate_operation_bolivar_idea_lar,country,no,,,no,argentina.txt
ARG_integrate_operation_bolivar_idea_no_lar,country,no,,,no,argentina.txt
ARG_disrupt_bolivar_no_lar,country,no,,,no,argentina.txt
ARG_disrupt_bolivar_lar,country,no,,-1,no,argentina.txt
ARG_anti_soviet_idea,country,no,,-1,no,argentina.txt
ARG_anti_american_propaganda_idea,country,no,,-1,no,argentina.txt
ARG_buying_the_islands_idea,country,no,,-1,no,argentina.txt
ARG_anti_british_sentiment_idea,country,no,,-1,no,argentina.txt
ARG_military_government_idea,country,no,,-1,no,argentina.txt
ARG_spirit_of_the_conquistadors_idea,country,no,,-1,no,argentina.txt
ARG_rapid_militarization_idea,country,no,,-1,no,argentina.txt
ARG_argentine_nationalism_idea,country,no,,-1,no,argentina.txt
ARG_war_division_idea,country,no,,-1,no,argentina.txt
ARG_preparing_for_war_idea,country,no,,-1,no,argentina.txt
ARG_spirit_of_the_cisplatine_war_idea,country,no,,-1,no,argentina.txt
ARG_state_unions_idea,country,no,,-1,no,argentina.txt
ARG_FJC_empowered_idea,country,no,,-1,no,argentina.txt
ARG_state_atheism_idea,country,no,,-1,no,argentina.txt
ARG_liberation_theology_idea,country,no,,-1,no,argentina.txt
ARG_committee_of_state_security_idea_lar,country,no,,,no,argentina.txt
ARG_committee_of_state_security_idea_no_lar,country,no,,,no,argentina.txt
ARG_socialist_unification_idea,country,no,,-1,no,argentina.txt
ARG_eliminate_american_imperialism_idea,country,no,,-1,no,argentina.txt
ARG_women_in_industry_idea,country,no,,-1,no,argentina.txt
ARG_socialist_volunteers_idea,country,no,,-1,no,argentina.txt
ARG_free_association_idea,country,no,,-1,no,argentina.txt
ARG_no_gods_no_masters_idea,country,no,,-1,no,argentina.txt
ARG_regulated_salaries,country,no,,,no,argentina.txt
ARG_social_welfare_fund_ns,country,no,,,no,argentina.txt
ARG_british_argentine_agreement,country,no,,,no,argentina.txt
ARG_argentina_for_all_idea,country,no,,-1,no,argentina.txt
ARG_us_army_training_idea,country,no,,-1,no,argentina.txt
ARG_monroe_doctrine_idea,country,no,,-1,no,argentina.txt
ARG_argentina_first_idea,country,no,,-1,no,argentina.txt
ARG_united_workers_idea,country,no,,,no,argentina.txt
ARG_agrarian_reforms_idea,country,no,,,no,argentina.txt
ARG_banco_central_de_la_republica_argentina_idea,industrial_concern,no,50,,no,argentina.txt
ARG_yacimientos_petroliferos_fiscales_idea,industrial_concern,no,,,no,argentina.txt
ARG_siam_di_tella_idea,industrial_concern,no,,,no,argentina.txt
ARG_chade_cade_idea,industrial_concern,no,,,no,argentina.txt
ARG_ferrocarriles_argentinos,industrial_concern,no,,,no,argentina.txt
ARG_fabricaciones_militares_epartamento_de_tanques_del_ejercito_manufacturer,tank_manufacturer,no,,,no,argentina.txt
ARG_mig_design_bureau,aircraft_manufacturer,no,,,no,argentina.txt
ARG_fma_manufacturer,aircraft_manufacturer,no,,,no,argentina.txt
ARG_arsenales_de_marina_manufacturer,naval_manufacturer,no,,,no,argentina.txt
ARG_astarsa_manufacturer,naval_manufacturer,no,,,no,argentina.txt
ARG_rubin_design_bureau,naval_manufacturer,no,,,no,argentina.txt
ARG_fabricaciones_militares,materiel_manufacturer,no,,,no,argentina.txt
ARG_fabricaciones_militares_art_organization,materiel_manufacturer,no,,,no,argentina.txt
ARG_hispano_argentina_organization,materiel_manufacturer,no,,,no,argentina.txt
ARG_gaz,materiel_manufacturer,no,,,no,argentina.txt
bold_attack_spirit,academy_spirit,no,,,no,army_spirits.txt
tenacious_defense_spirit,academy_spirit,no,,,no,army_spirits.txt
meticulous_preparation_spirit,academy_spirit,no,,,no,army_spirits.txt
best_of_the_best_spirit,academy_spirit,no,,,no,army_spirits.txt
academy_scholarships_spirit,academy_spirit,no,,,no,army_spirits.txt
political_loyalty_spirit,academy_spirit,no,,,no,army_spirits.txt
inventive_leadership_spirit,academy_spirit,no,,,no,army_spirits.txt
mobile_warfare_academy_spirit,academy_spirit,no,,,no,army_spirits.txt
superior_firepower_academy_spirit,academy_spirit,no,,,no,army_spirits.txt
theatre_training_spirit,academy_spirit,no,,,no,army_spirits.txt
mass_assault_academy_spirit,academy_spirit,no,,,no,army_spirits.txt
NOR_flexible_officers_academy_spirit,academy_spirit,no,,,no,army_spirits.txt
CHI_whampoa_military_academy_spirit,academy_spirit,no,,,no,army_spirits.txt
cult_of_heroism_army_spirit,academy_spirit,no,,,no,army_spirits.txt
professional_officer_corps_spirit,academy_spirit,no,,,no,army_spirits.txt
elevated_engineering_corps_spirit,army_spirit,no,,,no,army_spirits.txt
proper_heritage_spirit,army_spirit,no,,,no,army_spirits.txt
relief_of_command_spirit,army_spirit,no,,,no,army_spirits.txt
ideological_loyalty_spirit,army_spirit,no,,,no,army_spirits.txt
state_serves_the_military_spirit,army_spirit,no,,,no,army_spirits.txt
mobile_warfare_army_spirit,army_spirit,no,,,no,army_spirits.txt
superior_firepower_army_spirit,army_spirit,no,,,no,army_spirits.txt
grand_battleplan_army_spirit,army_spirit,no,,,no,army_spirits.txt
mass_assault_army_spirit,army_spirit,no,,,no,army_spirits.txt
heritage_of_accomplishment,army_spirit,no,,,no,army_spirits.txt
living_off_the_land_army_spirit,army_spirit,no,,,no,army_spirits.txt
subsidized_contracts_army_spirit,army_spirit,no,,,no,army_spirits.txt
subsidized_contracts_no_lar_army_spirit,army_spirit,no,,,no,army_spirits.txt
spirit_of_defiance_army_spirit,army_spirit,no,,,no,army_spirits.txt
proxy_wars_army_spirit,army_spirit,no,,,no,army_spirits.txt
static_warfare_spirit,division_command_spirit,no,,,no,army_spirits.txt
flexible_organization_spirit,division_command_spirit,no,,,no,army_spirits.txt
aggressive_reconnaisance_spirit,division_command_spirit,no,,,no,army_spirits.txt
reserve_officers_spirit,division_command_spirit,no,,,no,army_spirits.txt
victory_or_death_spirit,division_command_spirit,no,,,no,army_spirits.txt
maneuver_warfare_spirit,division_command_spirit,no,,,no,army_spirits.txt
smoke_and_fire_spirit,division_command_spirit,no,,,no,army_spirits.txt
logistical_focus_spirit,division_command_spirit,no,,,no,army_spirits.txt
operational_reserve_spirit,division_command_spirit,no,,,no,army_spirits.txt
all_arms_at_defense_army_spirit,division_command_spirit,no,,,no,army_spirits.txt
direct_fire_support_army_spirit,division_command_spirit,no,,,no,army_spirits.txt
rapid_emplacement_army_spirit,division_command_spirit,no,,,no,army_spirits.txt
quick_improvisation_spirit,division_command_spirit,no,,,no,army_spirits.txt
bba_AFA_skilled_desert_warriors,country,no,,-1,no,aussa.txt
HOA_state_bank_idea,country,no,,-1,no,aussa.txt
HOA_state_funded_projects_idea,country,no,,-1,no,aussa.txt
HOA_improved_irregulars_idea,country,no,,-1,no,aussa.txt
HOA_every_man_a_warrior_idea,country,no,,-1,no,aussa.txt
HOA_our_finest_idea,country,no,,-1,no,aussa.txt
HOA_our_strength_fighting_idea,country,no,,-1,no,aussa.txt
HOA_our_strength_production_idea,country,no,,-1,no,aussa.txt
HOA_our_strength_research_idea,country,no,,-1,no,aussa.txt
HOA_education_idea,country,no,,,no,aussa.txt
HOA_volunteers_idea,country,no,,,no,aussa.txt
HOA_jagged_alliance_idea,country,no,,,no,aussa.txt
HOA_rallying_the_people_idea,country,no,,,no,aussa.txt
HOA_rightfully_ours_idea,country,no,,,no,aussa.txt
AST_standard_gauge_railway,country,no,,-1,no,australia.txt
AST_great_depression_1,country,no,,-1,no,australia.txt
AST_great_depression_2,country,no,,-1,no,australia.txt
AST_great_depression_3,country,no,,-1,no,australia.txt
AST_all_in,country,no,,-1,no,australia.txt
AST_invest_in_victory,country,no,,-1,no,australia.txt
AST_invest_in_victory_2,country,no,,-1,no,australia.txt
AST_australian_womens_army_service,country,no,,-1,no,australia.txt
AST_naval_auxiliary_patrol,country,no,,-1,no,australia.txt
AST_australian_arms_production,country,no,,-1,no,australia.txt
AST_volunteer_defence_corps,country,no,,-1,no,australia.txt
AST_citizen_military_forces,country,no,,-1,no,australia.txt
AST_classify_aliens,country,no,,-1,no,australia.txt
AST_empire_air_training_scheme,country,no,,-1,no,australia.txt
AST_abandon_the_westminster_system,country,no,,-1,no,australia.txt
AST_abandon_the_westminster_system_communism,country,no,,-1,no,australia.txt
AST_abandon_the_westminster_system_fascism,country,no,,-1,no,australia.txt
AST_indonesian_nationalists,country,no,,-1,no,australia.txt
AST_support_indonesian_uprising,country,no,,-1,no,australia.txt
AST_direct_support,country,no,,-1,no,australia.txt
AST_arms_for_the_revolution,country,no,,-1,no,australia.txt
AST_central_bureau_idea,country,no,,-1,no,australia.txt
bhp_steel,industrial_concern,no,,,no,australia.txt
AST_jack_piddington,industrial_concern,no,75,,no,australia.txt
AST_new_south_wales_rc_ic,industrial_concern,no,,,no,australia.txt
new_south_wales_rc,tank_manufacturer,no,,,no,australia.txt
Cockatoo_doe,naval_manufacturer,no,,,no,australia.txt
evans_deakin_co,naval_manufacturer,no,,,no,australia.txt
lysaghts_works,materiel_manufacturer,no,,,no,australia.txt
lithgow_saf,materiel_manufacturer,no,,,no,australia.txt
AST_commonwealth_aircraft_corporation,aircraft_manufacturer,no,50,,no,australia.txt
AUS_widespread_unemployment,country,no,,-1,no,austria.txt
AUS_employment_efforts,country,no,,-1,no,austria.txt
AUS_phonix_insurance,country,no,,-1,no,austria.txt
AUS_covering_the_phonix_insurances,country,no,,-1,no,austria.txt
AUS_treaty_of_saint_germain_en_laye,country,no,,-1,no,austria.txt
AUS_revised_treaty_of_saint_germain_en_laye,country,no,,-1,no,austria.txt
AUS_recovering_from_the_depression,country,no,,-1,no,austria.txt
AUS_recurrent_economic_depression,country,no,,-1,no,austria.txt
AUS_economic_boom,country,no,,-1,no,austria.txt
AUS_women_in_academia,country,no,,-1,no,austria.txt
AUS_militia_support,country,no,,-1,no,austria.txt
AUS_militia_support_2,country,no,,-1,no,austria.txt
AUS_emergency_measures,country,no,,-1,no,austria.txt
AUS_host_of_communist_dissidents,country,no,,-1,no,austria.txt
AUS_devalued_the_schilling,country,no,,-1,no,austria.txt
AUS_construction_guilds_idea,country,no,,-1,no,austria.txt
AUS_the_future_of_austria,country,no,,-1,no,austria.txt
AUS_austrofascism_fake_ns,country,no,,-1,no,austria.txt
AUS_fortification_effort_idea,country,no,,-1,no,austria.txt
AUS_civ_industry_effort_idea,country,no,,-1,no,austria.txt
AUS_arms_industry_effort_idea,country,no,,-1,no,austria.txt
AUS_recruitment_push_idea,country,no,,-1,no,austria.txt
AUS_secret_rearmament_idea,country,no,,-1,no,austria.txt
AUS_extended_workshifts_idea,country,no,,-1,no,austria.txt
AUS_infrastructure_effort_idea,country,no,,-1,no,austria.txt
AUS_reinforcing_the_supply_network_idea,country,no,,-1,no,austria.txt
AUS_domestic_air_production,country,no,,-1,no,austria.txt
AUS_domestic_air_production_small,country,no,,-1,no,austria.txt
AUS_domestic_air_production_medium,country,no,,-1,no,austria.txt
AUS_domestic_air_production_large,country,no,,-1,no,austria.txt
AUS_streamline_cruiser_production_idea,country,no,,-1,no,austria.txt
AUS_guarding_the_coast_idea,country,no,,-1,no,austria.txt
AUS_naval_efficiency_idea,country,no,,-1,no,austria.txt
AUS_volunteer_effort,country,no,,-1,no,austria.txt
AUS_industrial_coaxing,country,no,,-1,no,austria.txt
AUS_aid_austrian_communists,country,no,,,no,austria.txt
AUS_austrian_communists_active,country,no,,,no,austria.txt
AUS_alpine_federation_against_fascism,country,no,,,no,austria.txt
AUS_payment_for_alaska,country,no,,,no,austria.txt
AUS_against_fascism,country,no,,,no,austria.txt
AUS_nuclear_effort,country,no,,,no,austria.txt
AUS_avionics_effort,country,no,,,no,austria.txt
steyr_daimler_puch,tank_manufacturer,no,,,no,austria.txt
AUS_ansaldo,tank_manufacturer,no,,,no,austria.txt
AUS_hirtenberger,materiel_manufacturer,no,,,no,austria.txt
AUS_hirtenberger_wuw,materiel_manufacturer,no,,,no,austria.txt
AUS_steyr_arms,materiel_manufacturer,no,,,no,austria.txt
AUS_graf_und_stift,materiel_manufacturer,no,,,no,austria.txt
AUS_osterreichische_sauerwerke,materiel_manufacturer,no,,,no,austria.txt
AUS_ELIN,naval_manufacturer,no,,,no,austria.txt
AUS_stabilimento_tecnico_triestino,naval_manufacturer,no,,,no,austria.txt
AUS_phonix_fleugzeugwerke,aircraft_manufacturer,no,,,no,austria.txt
AUS_phonix_fleugzeugwerke_improved,aircraft_manufacturer,no,,,no,austria.txt
AUS_osterreichische_fleugzeugfabrik,aircraft_manufacturer,no,,,no,austria.txt
AUS_creditanstalt_bankverein,industrial_concern,no,,,no,austria.txt
AUS_creditanstalt,industrial_concern,no,,,no,austria.txt
AUS_bankverein,industrial_concern,no,,,no,austria.txt
AUS_bbo,industrial_concern,no,,,no,austria.txt
AUS_bbo_improved,industrial_concern,no,,,no,austria.txt
AUS_alpen_elektrowerke_designer,industrial_concern,no,,,no,austria.txt
AUS_kapsch,industrial_concern,no,,,no,austria.txt
BAH_democratic_guy,political_advisor,no,,,no,bahamas.txt
BAH_communist_guy,political_advisor,no,,,no,bahamas.txt
BAH_fascist_guy,political_advisor,no,,,no,bahamas.txt
BAH_pot,political_advisor,no,,,no,bahamas.txt
BAH_coi,political_advisor,no,,,no,bahamas.txt
BAH_stc,political_advisor,no,,,no,bahamas.txt
BAH_aco2,army_chief,no,,,no,bahamas.txt
BAH_acd2,army_chief,no,,,no,bahamas.txt
BAH_acr,air_chief,no,,,no,bahamas.txt
BAH_acgs,air_chief,no,,,no,bahamas.txt
BAH_nccr,navy_chief,no,,,no,bahamas.txt
BAH_ncm,navy_chief,no,,,no,bahamas.txt
BAH_ar,high_command,no,,,no,bahamas.txt
BAH_ai2,high_command,no,,,no,bahamas.txt
BAH_aa2,high_command,no,,,no,bahamas.txt
BAH_acas,high_command,no,,,no,bahamas.txt
BAH_ncs,high_command,no,,,no,bahamas.txt
BAH_mt,theorist,no,,,no,bahamas.txt
BAH_nt,theorist,no,,,no,bahamas.txt
BAH_awt,theorist,no,,,no,bahamas.txt
BALTIC_international_brigades,country,no,,-1,no,baltic_shared.txt
BALTIC_allied_investments_idea,country,no,,-1,no,baltic_shared.txt
BALTIC_economic_union_1,country,no,,-1,no,baltic_shared.txt
BALTIC_economic_union_2,country,no,,-1,no,baltic_shared.txt
LIT_baltic_defence_army,country,no,,-1,no,baltic_shared.txt
BALTIC_union_idea,country,no,,-1,no,baltic_shared.txt
BALTIC_union_idea_1,country,no,,-1,no,baltic_shared.txt
BALTIC_axis_investments_idea,country,no,,-1,no,baltic_shared.txt
BALTIC_axis_investments_idea_1,country,no,,-1,no,baltic_shared.txt
BALTIC_defending_the_nation,country,no,,-1,no,baltic_shared.txt
BALTIC_disloyal_parliament,country,no,,-1,no,baltic_shared.txt
BALTIC_christian_communism,country,no,,-1,no,baltic_shared.txt
democratic_opposition,country,no,,-1,no,baltic_shared.txt
democratic_opposition_idea_1,country,no,,-1,no,baltic_shared.txt
democratic_opposition_idea_2,country,no,,-1,no,baltic_shared.txt
BALTIC_forest_brothers_idea,country,no,,-1,no,baltic_shared.txt
anti_soviet_army_idea,country,no,,-1,no,baltic_shared.txt
anti_german_army_idea,country,no,,-1,no,baltic_shared.txt
EST_motors_idea,country,no,,-1,no,baltic_shared.txt
