strategic_region_id,province_id
105,6472
105,6655
105,6660
105,6849
105,6854
105,7057
105,7112
105,7195
105,7278
105,7283
105,7505
105,7510
105,7730
105,7962
105,8171
105,8279
105,8305
105,8331
105,8357
105,8384
105,8410
105,8433
105,8459
105,8487
105,8514
105,8539
105,8562
105,8585
105,8609
105,8786
105,8836
105,8862
105,8887
105,10048
105,12021
106,2331
106,2357
106,2479
106,2529
106,2553
106,2577
106,2603
106,2629
106,2652
106,2780
106,2803
106,2828
106,2851
106,2889
106,2912
106,5114
106,5237
106,5262
106,5289
106,5578
106,5604
106,5630
106,5655
106,5680
106,5706
106,5732
106,5785
107,1946
107,2280
107,2311
107,2335
107,2360
107,2657
107,2683
107,2707
107,2733
107,2756
107,3239
107,3442
107,3634
107,5315
107,5436
107,8857
108,218
108,2433
108,2457
108,2482
108,2557
108,2633
108,5252
108,5277
108,5304
108,5330
108,5353
108,5375
108,5400
108,5424
108,5599
108,5625
108,5650
108,5675
108,5701
108,5727
108,5753
108,5779
108,5805
108,5831
108,5857
108,5883
108,5930
108,8510
108,8535
108,8963
108,8987
109,59
109,842
109,1270
109,1495
109,1720
109,2384
109,2410
109,4036
109,4259
109,4485
109,4708
109,4931
109,5023
109,5142
109,5452
109,5906
109,5954
109,5964
109,5978
109,8706
109,8746
109,8915
109,8938
109,9091
11,10
11,14
11,21
11,27
11,53
11,65
11,100
11,102
11,107
11,111
11,115
11,122
11,133
11,137
11,144
11,179
11,188
11,199
11,3007
11,3018
11,3021
11,3022
11,3049
11,3059
11,3090
11,3093
11,3094
11,3096
11,3098
11,3105
11,3114
11,3129
11,3136
11,3171
11,3180
11,3183
11,3188
11,3192
11,6038
11,6041
11,6042
11,6072
11,6080
11,6114
11,6115
11,6116
11,6118
11,6136
11,6145
11,6151
11,6160
11,6173
11,6176
11,6184
11,6204
11,6216
11,9032
11,9036
11,9047
11,9069
11,9096
11,9103
11,9127
11,9132
11,9135
11,9139
11,9157
11,9170
11,9174
11,9196
11,9204
11,9216
11,9227
11,9296
11,11028
11,11029
11,11037
11,11078
11,11100
11,11101
11,11113
11,11118
11,11135
11,11151
11,11173
11,11176
11,11184
11,11198
11,11206
11,11367
110,267
110,465
110,647
110,1049
110,2148
110,2254
110,2307
110,2380
110,2406
110,2430
110,2454
110,2505
110,3051
110,3252
110,3453
110,3647
110,3841
110,4048
110,4271
110,4497
110,4721
110,4944
110,5147
110,5149
110,5256
110,5281
110,5308
110,5334
110,5357
110,5358
110,5380
110,5405
110,5429
110,5477
110,5503
110,5528
110,5529
110,5553
110,5577
110,5603
110,5629
110,5654
110,5679
110,5705
110,5731
110,5757
110,5758
110,5784
110,5789
110,5810
110,5815
110,5836
110,5841
110,5862
110,5867
110,5888
110,5893
110,5911
110,5916
110,5935
110,5940
110,5959
110,5983
110,6006
110,6426
110,6847
110,7051
111,2677
111,2678
111,2892
111,2915
111,2939
111,2941
111,2963
111,2989
111,3047
111,3249
111,3451
111,3643
111,3837
111,4044
111,4267
111,4447
111,4494
111,4717
111,4940
111,5255
111,5280
111,5307
111,5333
111,5363
111,5379
111,5385
111,5404
111,5410
111,5428
111,5457
111,5502
111,5508
111,5552
111,5576
111,5602
111,5628
111,5653
111,5678
111,5704
111,5730
111,5756
111,5783
111,5809
111,5811
111,5835
111,5837
111,5861
111,5887
111,5910
111,5934
111,7735
111,8168
111,8277
111,8303
111,8329
111,8355
111,8359
111,8408
111,8661
111,8981
112,639
112,1000
112,1219
112,1443
112,1670
112,1895
112,2113
112,2234
112,2260
112,2286
112,2313
112,2337
112,2362
112,2386
112,2426
112,2450
112,2475
112,2501
112,2524
112,2548
112,2572
112,2598
112,2624
112,2647
112,2673
112,2698
112,2746
112,2769
112,2841
112,4039
112,4263
112,4489
112,4712
112,5550
112,5561
112,5574
112,5651
112,5676
112,5702
112,5728
112,5754
112,5780
112,5806
112,5832
112,5858
112,5882
112,5884
112,5907
112,5931
112,5955
112,5979
112,6002
112,6059
112,6266
112,6466
112,6654
112,6848
112,7052
112,7277
112,7504
112,7729
112,7956
112,8167
112,8276
112,8302
112,8328
112,8354
112,8381
112,8406
112,8430
112,8456
112,8484
112,8511
112,8567
112,8590
112,8615
112,8907
113,2723
113,2961
113,3827
113,3831
113,4935
113,5144
113,5253
113,5278
113,5305
113,5331
113,5354
113,5376
113,5401
113,5425
113,5449
113,5600
113,6809
113,7234
113,7460
113,8173
113,8280
113,8306
113,8332
113,8358
113,8385
113,8411
113,8434
113,8460
113,8488
113,8515
113,8540
113,8563
113,8586
113,8638
113,8664
113,8720
113,8769
113,9007
113,9031
114,2726
114,2732
114,2749
114,2751
114,2755
114,2774
114,2798
114,2802
114,2823
114,2827
114,2846
114,2870
114,2894
114,2917
114,2921
114,3998
114,5309
114,5335
114,5359
114,6853
114,7056
114,7282
114,7509
114,7734
114,7961
114,8278
114,8330
114,8356
114,8584
114,8763
114,8785
114,8809
114,8835
114,8861
114,8886
114,8909
114,8934
114,8957
114,8982
114,9005
115,2329
115,2354
115,2378
115,2404
115,2428
115,2452
115,2477
115,2503
115,2527
115,2551
115,2575
115,2601
115,2627
115,2650
115,2676
115,2701
115,2728
115,2772
115,2779
115,2796
115,2821
115,2844
115,2868
115,3792
115,4221
115,4448
115,5453
115,5478
115,7957
115,8382
115,8407
115,8431
115,8457
115,8485
116,1963
116,1982
116,2026
116,2065
116,4928
116,4983
116,5067
116,8031
116,8040
116,8074
116,8125
116,10828
116,10922
116,12756
117,702
117,788
117,822
117,847
117,862
117,865
117,873
117,880
117,891
117,894
117,951
117,1019
117,1077
117,1132
117,1163
117,1485
117,1506
117,1547
117,3687
117,3693
117,3697
117,3802
117,3823
117,3824
117,3847
117,3850
117,3863
117,3880
117,3897
117,3917
117,3925
117,3957
117,3994
117,4168
117,4491
117,4653
117,6705
117,6823
117,6845
117,6846
117,6869
117,6872
117,6882
117,6885
117,6892
117,6899
117,6929
117,6943
117,6984
117,7012
117,7045
117,7083
117,7134
117,7138
117,7202
117,7527
117,7558
117,7643
117,9662
117,9758
117,9779
117,9786
117,9789
117,9801
117,9804
117,9820
117,9836
117,9864
117,9876
117,9931
117,9967
117,10029
117,10047
117,10051
117,10081
117,10096
117,10343
117,10412
117,10439
117,10468
117,10495
117,11648
117,11738
117,11740
117,11758
117,11769
117,11782
117,11783
117,11785
117,11789
117,11799
117,11800
117,11817
117,11841
117,11873
117,11892
117,11900
117,11927
117,12054
117,12405
117,12445
118,505
118,528
118,1320
118,1414
118,1690
118,3471
118,3513
118,4274
118,4296
118,4328
118,4347
118,4380
118,4398
118,4747
118,4826
118,7255
118,7315
118,7386
118,7398
118,7414
118,7442
118,7721
118,7865
118,10151
118,10155
118,10157
118,10183
118,10198
118,10242
118,10271
118,10305
118,10327
118,10625
118,10687
118,10690
118,10693
118,11495
118,11733
118,12155
118,12183
118,12211
118,12214
118,12281
118,12553
118,12673
119,805
119,1500
119,1618
119,1806
119,1915
119,1927
119,1954
119,1998
119,2019
119,2042
119,2043
119,2055
119,2082
119,3875
119,3960
119,3972
119,4577
119,4884
119,4919
119,4955
119,5001
119,5022
119,5038
119,5061
119,5085
119,5103
119,6785
119,6798
119,6803
119,6968
119,6987
119,7628
119,7762
119,7836
119,7904
119,7945
119,7981
119,8025
119,8064
119,9773
119,9822
119,9829
119,9908
119,9920
119,10337
119,10504
119,10702
119,10740
119,10778
119,10798
119,10861
119,10894
119,11743
119,11802
119,12301
119,12341
119,12369
119,12410
119,12486
119,12624
119,12728
119,12782
119,12848
119,12875
119,12893
12,15
12,74
12,98
12,116
12,142
12,178
12,3012
12,3121
12,3134
12,3170
12,6117
12,6140
12,6157
12,6181
12,6194
12,9039
12,9059
12,9115
12,9123
12,9162
12,9165
12,9179
12,9201
12,9203
12,9215
12,9217
12,11031
12,11088
12,11117
12,11128
12,11140
12,11183
12,11196
120,1352
120,1441
120,1523
120,1534
120,1564
120,1586
120,1621
120,1678
120,1683
120,1719
120,1734
120,1747
120,1752
120,1753
120,1770
120,1831
120,1836
120,1866
120,1867
120,1870
120,1875
120,3613
120,3708
120,3719
120,3750
120,3855
120,4449
120,4540
120,4569
120,4586
120,4664
120,4691
120,4740
120,4749
120,4757
120,4759
120,4760
120,4772
120,4807
120,4811
120,4814
120,4830
120,4839
120,4871
120,4880
120,6722
120,6752
120,6767
120,6827
120,7306
120,7449
120,7458
120,7536
120,7539
120,7607
120,7745
120,7771
120,7834
120,7840
120,7852
120,7862
120,7877
120,7892
120,7896
120,9802
120,9880
120,9892
120,9910
120,10333
120,10340
120,10370
120,10391
120,10478
120,10516
120,10532
120,10569
120,10595
120,10606
120,10618
120,10666
120,10676
120,10685
120,10709
120,10717
120,10719
120,11667
120,11788
120,11971
120,12024
120,12346
120,12361
120,12418
120,12463
120,12513
120,12516
120,12550
120,12566
120,12577
120,12586
120,12588
120,12597
120,12620
120,12646
120,12667
120,12685
120,12693
121,605
121,722
121,749
121,774
121,779
121,1284
121,3605
121,3608
121,3635
121,3640
121,3661
121,3763
121,3775
121,3778
121,4270
121,4305
121,4345
121,4417
121,4422
121,6607
121,6610
121,6625
121,6630
121,6662
121,6676
121,6797
121,7289
121,7291
121,7345
121,7433
121,9580
121,9583
121,9585
121,9601
121,9634
121,9667
121,9711
121,9743
121,10174
121,10230
121,10320
121,11567
121,11569
121,11585
121,11602
121,11695
121,11725
121,11728
121,12149
121,12291
121,13156
122,3606
122,7869
122,7891
123,1952
123,1965
123,2008
123,2011
123,2051
123,2083
123,4887
123,4956
123,5015
123,5021
123,5052
123,5066
123,7913
123,8032
123,8079
123,8089
123,10172
123,10730
123,10732
123,10832
123,12721
123,12746
123,12755
123,12810
123,12873
123,13088
123,13089
124,153
124,1887
124,1937
124,1944
124,1997
124,2007
124,2023
124,2052
124,2079
124,2085
124,4526
124,4892
124,4942
124,4969
124,5000
124,5026
124,5051
124,5056
124,5088
124,5120
124,7936
124,7968
124,7991
124,7993
124,8024
124,8047
124,8056
124,8075
124,8080
124,8113
124,8252
124,10494
124,10747
124,10767
124,10790
124,10792
124,10823
124,10846
124,10855
124,10864
124,10888
124,10912
124,11020
124,12703
124,12729
124,12770
124,12772
124,12790
124,12798
124,12825
124,12845
124,12872
125,1583
125,2153
125,2167
125,2185
125,2190
125,2218
125,4570
125,5112
125,5167
125,5172
125,5186
125,5223
125,7476
125,7553
125,7589
125,7636
125,8148
125,8190
125,8196
125,8210
125,8226
125,8233
125,10360
125,10432
125,10513
125,10931
125,10945
125,10947
125,10980
125,10994
125,10999
125,11003
125,11008
125,12334
125,12438
125,12479
125,12903
125,12909
125,12923
125,12937
125,12938
125,12972
125,12977
125,12996
126,1013
126,1037
126,1046
126,1058
126,1105
126,1126
126,1128
126,1141
126,1145
126,1160
126,1967
126,3987
126,3991
126,4018
126,4046
126,4061
126,4116
126,4129
126,4131
126,4146
126,4150
126,4163
126,4970
126,4992
126,5053
126,7005
126,7008
126,7033
126,7040
126,7065
126,7077
126,7081
126,7132
126,7149
126,7162
126,7166
126,7180
126,9943
126,9960
126,9964
126,9976
126,9983
126,9994
126,10026
126,10045
126,10059
126,10078
126,10082
126,10091
126,11921
126,11923
126,11935
126,11939
126,11953
126,11957
126,11969
126,12000
126,12018
126,12020
126,12034
126,12051
126,12760
126,12888
126,13074
126,13077
126,13145
126,13179
127,1043
127,1057
127,1060
127,1095
127,1115
127,1140
127,1143
127,1897
127,1901
127,1956
127,1958
127,1962
127,1994
127,2049
127,2064
127,2068
127,4191
127,4902
127,4903
127,4913
127,4962
127,5004
127,5035
127,5095
127,5136
127,7041
127,7216
127,7939
127,7943
127,7985
127,7987
127,8028
127,8035
127,8061
127,8077
127,8088
127,8103
127,8128
127,10104
127,10127
127,10725
127,10731
127,10749
127,10754
127,10758
127,10771
127,10779
127,10780
127,10785
127,10805
127,10838
127,10868
127,10869
127,10884
127,10893
127,10900
127,10907
127,10917
127,11951
127,12022
127,12082
127,12099
127,12711
127,12733
127,12764
127,12816
127,12842
127,12849
127,12866
128,992
128,1028
128,1064
128,1068
128,1071
128,1080
128,1151
128,1155
128,1206
128,3996
128,4055
128,4068
128,4073
128,4076
128,4143
128,4145
128,4910
128,5069
128,5078
128,7011
128,7030
128,7073
128,7079
128,7091
128,7117
128,7144
128,7148
128,7156
128,7164
128,7188
128,9947
128,9957
128,9989
128,10005
128,10028
128,10031
128,10061
128,10073
128,10097
128,10126
128,10844
128,11910
128,11964
128,11967
128,11974
128,11999
128,12002
128,12004
128,12033
128,12044
128,12049
128,12071
128,12091
128,12771
128,12889
129,652
129,784
129,785
129,789
129,804
129,806
129,856
129,864
129,869
129,876
129,886
129,890
129,904
129,909
129,919
129,921
129,928
129,933
129,940
129,947
129,960
129,961
129,975
129,979
129,981
129,1005
129,1119
129,1122
129,1463
129,3714
129,3786
129,3788
129,3807
129,3851
129,3856
129,3862
129,3870
129,3876
129,3889
129,3890
129,3903
129,3905
129,3907
129,3919
129,3921
129,3927
129,3935
129,3950
129,3951
129,3964
129,3965
129,3967
129,3979
129,3982
129,3983
129,4008
129,4112
129,4124
129,4127
129,4512
129,4583
129,6807
129,6808
129,6813
129,6864
129,6871
129,6877
129,6888
129,6894
129,6908
129,6912
129,6919
129,6920
129,6925
129,6935
129,6938
129,6945
129,6950
129,6956
129,6965
129,6976
129,6977
129,6978
129,6991
129,6992
129,6995
129,7026
129,7130
129,7143
129,7454
129,7470
129,7530
129,7620
129,9755
129,9761
129,9763
129,9777
129,9799
129,9806
129,9811
129,9823
129,9830
129,9844
129,9858
129,9860
129,9861
129,9868
129,9871
129,9878
129,9886
129,9887
129,9893
129,9900
129,9901
129,9912
129,9915
129,9921
129,9929
129,9932
129,9941
129,9954
129,10038
129,10041
129,10056
129,10122
129,10399
129,10403
129,10472
129,10497
129,11739
129,11746
129,11747
129,11753
129,11759
129,11778
129,11784
129,11792
129,11796
129,11797
129,11810
129,11811
129,11826
129,11831
129,11839
129,11844
129,11848
129,11853
129,11860
129,11866
129,11867
129,11871
129,11880
129,11881
129,11883
129,11894
129,11897
129,11898
129,11907
129,11917
129,12013
129,12016
129,12096
129,12318
129,12376
129,12387
129,12416
129,12476
129,13121
129,13122
13,37
13,52
13,136
13,139
13,141
13,165
13,193
13,2332
13,3013
13,3030
13,3050
13,3060
13,3061
13,3068
13,3125
13,3131
13,3133
13,3185
13,3187
13,6033
13,6052
13,6078
13,6082
13,6146
13,6150
13,6153
13,6156
13,6186
13,6210
13,9056
13,9061
13,9073
13,9100
13,9104
13,9105
13,9106
13,9150
13,9163
13,9169
13,9176
13,9181
13,9183
13,9206
13,11043
13,11046
13,11056
13,11076
13,11138
13,11141
13,11156
13,11162
13,11199
13,11210
13,13104
13,13105
13,13108
13,13109
13,13110
13,13111
13,13112
13,13114
13,13115
13,13118
130,238
130,409
130,418
130,429
130,434
130,441
130,453
130,458
130,462
130,463
130,472
130,476
130,486
130,488
130,489
130,501
130,502
130,504
130,511
130,522
130,523
130,525
130,546
130,547
130,550
130,559
130,568
130,570
130,574
130,582
130,588
130,705
130,721
130,737
130,741
130,754
130,767
130,3225
130,3399
130,3403
130,3409
130,3421
130,3430
130,3449
130,3452
130,3455
130,3457
130,3466
130,3468
130,3470
130,3479
130,3480
130,3491
130,3494
130,3508
130,3511
130,3520
130,3531
130,3542
130,3543
130,3557
130,3568
130,3570
130,3573
130,3575
130,3584
130,3686
130,3722
130,3738
130,3755
130,3757
130,3767
130,6420
130,6423
130,6429
130,6451
130,6455
130,6458
130,6474
130,6478
130,6480
130,6493
130,6495
130,6497
130,6505
130,6507
130,6508
130,6509
130,6519
130,6530
130,6532
130,6554
130,6565
130,6578
130,6589
130,6593
130,6596
130,6597
130,6605
130,6704
130,6724
130,6771
130,6776
130,9413
130,9419
130,9423
130,9433
130,9435
130,9437
130,9446
130,9451
130,9461
130,9463
130,9465
130,9466
130,9476
130,9477
130,9479
130,9481
130,9491
130,9493
130,9506
130,9519
130,9531
130,9533
130,9543
130,9556
130,9566
130,9568
130,9571
130,9573
130,9576
130,9677
130,9680
130,9698
130,9712
130,9714
130,9718
130,9729
130,11397
130,11405
130,11409
130,11422
130,11424
130,11425
130,11437
130,11438
130,11452
130,11454
130,11461
130,11462
130,11464
130,11477
130,11487
130,11489
130,11490
130,11504
130,11513
130,11514
130,11530
130,11541
130,11546
130,11553
130,11557
130,11561
130,11649
130,11670
130,11683
130,11700
130,11703
130,11715
131,215
131,216
131,223
131,236
131,246
131,274
131,288
131,289
131,294
131,304
131,306
131,315
131,323
131,331
131,335
131,342
131,343
131,352
131,360
131,371
131,382
131,386
131,398
131,3203
131,3210
131,3219
131,3226
131,3247
131,3263
131,3267
131,3278
131,3279
131,3293
131,3297
131,3306
131,3308
131,3313
131,3331
131,3335
131,3345
131,3350
131,3362
131,3364
131,3377
131,3378
131,3390
131,3507
131,3759
131,6220
131,6232
131,6233
131,6243
131,6249
131,6252
131,6273
131,6292
131,6305
131,6319
131,6326
131,6330
131,6344
131,6354
131,6365
131,6371
131,6373
131,6386
131,6387
131,6411
131,6556
131,9241
131,9247
131,9249
131,9253
131,9261
131,9272
131,9288
131,9289
131,9301
131,9318
131,9323
131,9342
131,9351
131,9371
131,9382
131,9396
131,9399
131,9554
131,11216
131,11220
131,11229
131,11230
131,11235
131,11241
131,11254
131,11271
131,11284
131,11290
131,11298
131,11300
131,11313
131,11322
131,11325
131,11336
131,11353
131,11355
131,11369
131,11370
131,11383
131,11384
131,11453
132,8
132,39
132,57
132,70
132,71
132,79
132,85
132,93
132,95
132,104
132,110
132,117
132,126
132,149
132,150
132,152
132,172
132,181
132,187
132,194
132,207
132,226
132,248
132,287
132,320
132,333
132,344
132,354
132,387
132,415
132,2999
132,3035
132,3053
132,3072
132,3085
132,3089
132,3101
132,3110
132,3120
132,3140
132,3142
132,3143
132,3151
132,3163
132,3176
132,3215
132,3235
132,3310
132,3321
132,3323
132,3333
132,3344
132,6022
132,6035
132,6086
132,6095
132,6122
132,6131
132,6139
132,6154
132,6169
132,6174
132,6197
132,6203
132,6225
132,6242
132,6245
132,6264
132,6293
132,6303
132,6324
132,6346
132,6367
132,6400
132,9046
132,9060
132,9082
132,9097
132,9098
132,9107
132,9111
132,9120
132,9144
132,9153
132,9164
132,9177
132,9184
132,9190
132,9197
132,9212
132,9234
132,9242
132,9254
132,9256
132,9265
132,9287
132,9319
132,9331
132,9333
132,9343
132,9353
132,9386
132,9408
132,11032
132,11048
132,11059
132,11068
132,11072
132,11080
132,11083
132,11084
132,11093
132,11097
132,11109
132,11131
132,11139
132,11154
132,11165
132,11174
132,11186
132,11191
132,11202
132,11224
132,11234
132,11250
132,11259
132,11272
132,11304
132,11315
132,11326
132,11349
132,11392
132,13129
133,2
133,12
133,62
133,97
133,121
133,164
133,208
133,212
133,214
133,231
133,232
133,252
133,256
133,257
133,261
133,269
133,270
133,275
133,280
133,283
133,297
133,300
133,301
133,302
133,313
133,314
133,324
133,328
133,330
133,340
133,346
133,350
133,356
133,357
133,366
133,367
133,368
133,376
133,378
133,380
133,384
133,396
133,397
133,401
133,413
133,437
133,457
133,471
133,473
133,510
133,534
133,558
133,580
133,3077
133,3116
133,3190
133,3199
133,3202
133,3220
133,3221
133,3224
133,3236
133,3240
133,3245
133,3250
133,3257
133,3259
133,3261
133,3266
133,3268
133,3275
133,3285
133,3290
133,3291
133,3292
133,3302
133,3303
133,3317
133,3318
133,3322
133,3327
133,3332
133,3339
133,3346
133,3347
133,3349
133,3352
133,3356
133,3358
133,3360
133,3370
133,3371
133,3376
133,3383
133,3387
133,3389
133,3391
133,3469
133,3492
133,3504
133,3527
133,3554
133,3566
133,3567
133,3580
133,6056
133,6101
133,6135
133,6143
133,6149
133,6167
133,6215
133,6230
133,6231
133,6247
133,6248
133,6254
133,6262
133,6269
133,6279
133,6283
133,6284
133,6290
133,6291
133,6295
133,6299
133,6304
133,6315
133,6316
133,6317
133,6327
133,6329
133,6333
133,6341
133,6343
133,6348
133,6353
133,6355
133,6356
133,6358
133,6362
133,6369
133,6370
133,6374
133,6380
133,6382
133,6391
133,6392
133,6396
133,6398
133,6409
133,6410
133,6414
133,6428
133,6432
133,6477
133,6481
133,6494
133,6517
133,6543
133,6553
133,6577
133,6587
133,6591
133,6603
133,9033
133,9122
133,9159
133,9188
133,9235
133,9245
133,9257
133,9258
133,9260
133,9266
133,9267
133,9273
133,9276
133,9278
133,9282
133,9286
133,9291
133,9298
133,9302
133,9311
133,9312
133,9313
133,9324
133,9325
133,9328
133,9330
133,9339
133,9344
133,9345
133,9348
133,9355
133,9356
133,9358
133,9360
133,9366
133,9367
133,9368
133,9376
133,9378
133,9380
133,9384
133,9389
133,9394
133,9395
133,9407
133,9409
133,9411
133,9422
133,9424
133,9448
133,9449
133,9489
133,9518
133,9529
133,9542
133,9552
133,9579
133,11039
133,11099
133,11134
133,11166
133,11205
133,11214
133,11217
133,11227
133,11236
133,11239
133,11240
133,11242
133,11244
133,11248
133,11252
133,11258
133,11262
133,11268
133,11269
133,11275
133,11277
133,11282
133,11283
133,11294
133,11295
133,11296
133,11309
133,11310
133,11314
133,11323
133,11324
133,11330
133,11335
133,11337
133,11338
133,11340
133,11344
133,11347
133,11351
133,11362
133,11363
133,11364
133,11368
133,11375
133,11379
133,11381
133,11393
133,11394
133,11396
133,11412
133,11436
133,11439
133,11475
133,11500
133,11526
133,11540
133,13128
134,654
134,666
134,670
134,672
134,685
134,772
134,1455
134,1467
134,1530
134,1536
134,1539
134,1599
134,1610
134,3564
134,3653
134,3656
134,3658
134,3667
134,3672
134,3698
134,4458
134,4473
134,4477
134,4534
134,4545
134,4605
134,4614
134,4660
134,6436
134,6642
134,6669
134,6671
134,6674
134,6689
134,6692
134,6721
134,6763
134,6997
134,7495
134,7661
134,9626
134,9628
134,9632
134,9647
134,9649
134,9663
134,9674
134,9702
134,9715
134,11599
134,11609
134,11614
134,11617
134,11645
134,11647
134,11664
134,11674
134,11704
134,11708
134,12309
134,12320
134,12380
134,12434
134,12441
134,12450
134,13123
135,426
135,481
135,585
135,618
135,683
135,700
135,712
135,714
135,717
135,719
135,728
135,731
135,735
135,742
135,745
135,748
135,750
135,757
135,759
135,765
135,775
135,1450
135,3413
135,3417
135,3435
135,3439
135,3443
135,3461
135,3464
135,3475
135,3487
135,3587
135,3597
135,3668
135,3682
135,3711
135,3717
135,3720
135,3726
135,3734
135,3746
135,3748
135,3752
135,3760
135,3765
135,3774
135,3777
135,3779
135,4463
135,6417
135,6445
135,6463
135,6468
135,6486
135,6490
135,6516
135,6620
135,6701
135,6702
135,6718
135,6730
135,6733
135,6736
135,6738
135,6741
135,6748
135,6750
135,6753
135,6755
135,6758
135,6760
135,6765
135,6768
135,6781
135,6783
135,6791
135,6794
135,6796
135,7554
135,7624
135,9415
135,9417
135,9426
135,9430
135,9440
135,9442
135,9455
135,9581
135,9592
135,9594
135,9645
135,9688
135,9691
135,9694
135,9696
135,9705
135,9707
135,9709
135,9720
135,9722
135,9726
135,9735
135,9739
135,9742
135,9744
135,9753
135,11400
135,11403
135,11416
135,11418
135,11429
135,11434
135,11450
135,11559
135,11566
135,11579
135,11632
135,11633
135,11661
135,11668
135,11678
135,11681
135,11690
135,11693
135,11694
135,11696
135,11706
135,11724
135,11727
135,11729
135,11736
136,1223
136,1229
136,1243
136,1272
136,1276
136,1287
136,1303
136,1309
136,1312
136,1331
136,1360
136,1363
136,1375
136,1382
136,1391
136,1402
136,1418
136,1662
136,1680
136,1694
136,1749
136,1818
136,1864
136,1879
136,4232
136,4238
136,4250
136,4277
136,4281
136,4309
136,4333
136,4337
136,4340
136,4369
136,4389
136,4492
136,4595
136,4661
136,4670
136,4674
136,4685
136,4850
136,4867
136,7233
136,7298
136,7317
136,7326
136,7335
136,7350
136,7357
136,7383
136,7407
136,7425
136,7429
136,7708
136,7741
136,7874
136,7890
136,10140
136,10161
136,10168
136,10179
136,10202
136,10211
136,10218
136,10220
136,10235
136,10239
136,10268
136,10275
136,10277
136,10284
136,10292
136,10295
136,10308
136,10312
136,10508
136,10584
136,10610
136,10630
136,10633
136,10653
136,12111
136,12115
136,12121
136,12139
136,12143
136,12152
136,12170
136,12177
136,12185
136,12194
136,12198
136,12229
136,12257
136,12266
136,12285
136,12385
136,12427
136,12487
136,12564
136,12594
136,12616
136,12619
136,12635
136,13151
137,227
137,298
137,326
137,338
137,339
137,353
137,365
137,393
137,410
137,432
137,433
137,449
137,452
137,464
137,468
137,470
137,477
137,483
137,484
137,487
137,497
137,498
137,499
137,500
137,508
137,509
137,518
137,520
137,533
137,544
137,545
137,554
137,566
137,576
137,578
137,579
137,615
137,1210
137,1254
137,1290
137,1318
137,1350
137,1378
137,3216
137,3265
137,3304
137,3316
137,3330
137,3343
137,3357
137,3385
137,3404
137,3406
137,3426
137,3431
137,3459
137,3465
137,3467
137,3477
137,3478
137,3486
137,3489
137,3490
137,3502
137,3503
137,3505
137,3515
137,3517
137,3518
137,3519
137,3529
137,3538
137,3539
137,3540
137,3551
137,3555
137,3563
137,3578
137,3582
137,3618
137,3622
137,4322
137,4324
137,4351
137,6275
137,6328
137,6339
137,6366
137,6379
137,6404
137,6424
