owner_tag,base_equipment_key,version_name,effective_date,source_file
ENG,ship_hull_cruiser_2,Town Class,1936-01-01,ENG - Britain.txt
ENG,ship_hull_cruiser_1,County Class,1936-01-01,ENG - Britain.txt
ENG,ship_hull_cruiser_1,York Class,1936-01-01,ENG - Britain.txt
ENG,ship_hull_cruiser_1,Hawkins Class,1936-01-01,ENG - Britain.txt
ENG,ship_hull_heavy_1,Renown Class,1936-01-01,ENG - Britain.txt
ENG,ship_hull_heavy_1,Admiral Class,1936-01-01,ENG - Britain.txt
ENG,ship_hull_heavy_1,G3 Design,1936-01-01,ENG - Britain.txt
ENG,ship_hull_cruiser_coastal_defense_ship,Erebus Class,1936-01-01,ENG - Britain.txt
ENG,ship_hull_heavy_1,Nelson Class,1936-01-01,ENG - Britain.txt
ENG,ship_hull_heavy_1,Queen Elizabeth Class,1936-01-01,ENG - Britain.txt
ENG,ship_hull_heavy_1,Revenge Class,1936-01-01,ENG - Britain.txt
ENG,ship_hull_carrier_conversion_bb,Eagle Class,1936-01-01,ENG - Britain.txt
ENG,ship_hull_carrier_conversion_ca,Hermes Class,1936-01-01,ENG - Britain.txt
ENG,ship_hull_carrier_conversion_bb,Courageous Class,1936-01-01,ENG - Britain.txt
ENG,ship_hull_carrier_1,Ark Royal Class,1936-01-01,ENG - Britain.txt
ENG,small_plane_airframe_0,Hawker Fury,1936-01-01,ENG - Britain.txt
ENG,cv_small_plane_airframe_0,Hawker Nimrod,1936-01-01,ENG - Britain.txt
ENG,small_plane_airframe_0,Gloster Gladiator,1936-01-01,ENG - Britain.txt
ENG,small_plane_cas_airframe_0,Fairey Gordon,1936-01-01,ENG - Britain.txt
ENG,small_plane_naval_bomber_airframe_0,Vickers Vildebeest,1936-01-01,ENG - Britain.txt
ENG,cv_small_plane_naval_bomber_airframe_0,Blackburn Shark,1936-01-01,ENG - Britain.txt
ENG,medium_plane_airframe_0,Handley Page Heyford,1936-01-01,ENG - Britain.txt
ENG,medium_plane_airframe_1,Bristol Blenheim,1936-01-01,ENG - Britain.txt
ENG,destroyer_2,Tribal Class,1939-01-01,ENG - Britain.txt
ENG,light_cruiser_2,Edinburgh Class,1939-01-01,ENG - Britain.txt
ENG,ship_hull_carrier_2,Illustrious Class,1939-01-01,ENG - Britain.txt
ENG,ship_hull_cruiser_2,Dido Class,1939-01-01,ENG - Britain.txt
ENG,ship_hull_cruiser_3,Crown Colony Class,1939-01-01,ENG - Britain.txt
ENG,ship_hull_light_2,Tribal Class,1939-01-01,ENG - Britain.txt
ENG,ship_hull_light_3,J/K/N Class,1939-01-01,ENG - Britain.txt
ENG,ship_hull_heavy_2,King George V Class,1939-01-01,ENG - Britain.txt
ENG,ship_hull_heavy_2,Lion Class,1939-01-01,ENG - Britain.txt
ENG,ship_hull_cruiser_coastal_defense_ship,Erebus Class,1939-01-01,ENG - Britain.txt
ENG,ship_hull_submarine_2,T Class,1939-01-01,ENG - Britain.txt
ENG,ship_hull_submarine_2,Grampus Class,1939-01-01,ENG - Britain.txt
ENG,ship_hull_submarine_1,U Class,1939-01-01,ENG - Britain.txt
ENG,light_tank_chassis_2,Matilda I,1939-01-01,ENG - Britain.txt
ENG,heavy_tank_chassis_1,Matilda II,1939-01-01,ENG - Britain.txt
ENG,medium_tank_chassis_1,Cruiser Mk. I,1939-01-01,ENG - Britain.txt
ENG,medium_tank_chassis_1,Cruiser Mk. IV,1939-01-01,ENG - Britain.txt
ENG,cv_small_plane_airframe_0,Sea Gladiator,1939-01-01,ENG - Britain.txt
ENG,cv_small_plane_cas_airframe_1,Blackburn Skua,1939-01-01,ENG - Britain.txt
ENG,cv_small_plane_naval_bomber_airframe_1,Fairey Swordfish,1939-01-01,ENG - Britain.txt
ENG,small_plane_airframe_1,Hawker Hurricane,1939-01-01,ENG - Britain.txt
ENG,small_plane_airframe_2,Supermarine Spitfire,1939-01-01,ENG - Britain.txt
ENG,small_plane_cas_airframe_1,Fairey Battle,1939-01-01,ENG - Britain.txt
ENG,medium_plane_fighter_airframe_1,Bristol Blenheim IF,1939-01-01,ENG - Britain.txt
ENG,medium_plane_airframe_1,HP Hampden,1939-01-01,ENG - Britain.txt
ENG,medium_plane_airframe_1,Vickers Wellington,1939-01-01,ENG - Britain.txt
ENG,large_plane_maritime_patrol_plane_airframe_1,Short Sunderland,1939-01-01,ENG - Britain.txt
ENG,large_plane_airframe_1,HP Halifax,1939-01-01,ENG - Britain.txt
ENG,medium_plane_airframe_0,Whitley,1939-01-01,ENG - Britain.txt
EST,ship_hull_submarine_2,Kalev Class,1939-01-01,EST - Estonia.txt
FIN,ship_hull_submarine_1,Vetehinen Class,1936-01-01,FIN - Finland.txt
FIN,ship_hull_submarine_1,Vesikko Class,1936-01-01,FIN - Finland.txt
FIN,ship_hull_cruiser_coastal_defense_ship,Väinämöinen Class,1936-01-01,FIN - Finland.txt
FIN,light_tank_chassis_0,FT mod. 31,1936-01-01,FIN - Finland.txt
FIN,light_tank_chassis_0,Vickers Mark E Tpye B,1939-01-01,FIN - Finland.txt
FRA,submarine_1,630 Series,1936-01-01,FRA - France.txt
FRA,submarine_1,Redoutable Class,1936-01-01,FRA - France.txt
FRA,destroyer_1,Chacal Class,1936-01-01,FRA - France.txt
FRA,destroyer_1,Aigle & Vauquelin Class,1936-01-01,FRA - France.txt
FRA,battleship_1,Bretagne Class,1936-01-01,FRA - France.txt
FRA,small_plane_cas_airframe_0,Br. 19,1936-01-01,FRA - France.txt
FRA,small_plane_airframe_0,NiD 62,1936-01-01,FRA - France.txt
FRA,small_plane_airframe_0,D.500,1936-01-01,FRA - France.txt
FRA,cv_small_plane_airframe_0,D.371,1936-01-01,FRA - France.txt
FRA,cv_small_plane_naval_bomber_airframe_0,PL.7,1936-01-01,FRA - France.txt
FRA,small_plane_airframe_0,D.510,1936-01-01,FRA - France.txt
FRA,small_plane_naval_bomber_airframe_0,Latécoère 296,1936-01-01,FRA - France.txt
FRA,medium_plane_airframe_0,Amiot 143,1936-01-01,FRA - France.txt
FRA,large_plane_airframe_0,F.222,1936-01-01,FRA - France.txt
FRA,medium_plane_airframe_0,M.B. 200,1936-01-01,FRA - France.txt
FRA,light_tank_chassis_0,FT mod. 31,1936-01-01,FRA - France.txt
FRA,light_tank_chassis_0,FT Char Cannon,1936-01-01,FRA - France.txt
FRA,light_tank_chassis_1,H-35,1936-01-01,FRA - France.txt
FRA,heavy_tank_chassis_1,Char B1,1936-01-01,FRA - France.txt
FRA,medium_tank_chassis_0,SOMUA S35,1936-01-01,FRA - France.txt
FRA,ship_hull_submarine_1,600 Series,1936-01-01,FRA - France.txt
FRA,ship_hull_submarine_1,630 Series,1936-01-01,FRA - France.txt
FRA,ship_hull_submarine_1,Saphir Class,1936-01-01,FRA - France.txt
FRA,ship_hull_submarine_2,Redoutable Class,1936-01-01,FRA - France.txt
FRA,ship_hull_cruiser_submarine,Surcouf Class,1936-01-01,FRA - France.txt
FRA,ship_hull_submarine_1,Minerve Class,1936-01-01,FRA - France.txt
FRA,ship_hull_light_1,Bourrasque Class,1936-01-01,FRA - France.txt
FRA,ship_hull_light_1,Chacal Class,1936-01-01,FRA - France.txt
FRA,ship_hull_light_1,Le Fantasque Class,1936-01-01,FRA - France.txt
FRA,ship_hull_light_2,Mogador Class,1936-01-01,FRA - France.txt
FRA,ship_hull_cruiser_1,Duguay-Trouin Class,1936-01-01,FRA - France.txt
FRA,ship_hull_cruiser_1,Émile Bertin Class,1936-01-01,FRA - France.txt
FRA,ship_hull_cruiser_1,La Galissonnière Class,1936-01-01,FRA - France.txt
FRA,ship_hull_cruiser_1,Suffren Class,1936-01-01,FRA - France.txt
FRA,ship_hull_cruiser_1,Algérie Class,1936-01-01,FRA - France.txt
FRA,ship_hull_heavy_1,Courbet Class,1936-01-01,FRA - France.txt
FRA,ship_hull_heavy_1,Bretagne Class,1936-01-01,FRA - France.txt
FRA,ship_hull_heavy_2,Dunkerque Class,1936-01-01,FRA - France.txt
FRA,ship_hull_heavy_2,Richelieu Class,1936-01-01,FRA - France.txt
FRA,ship_hull_carrier_conversion_bb,Béarn Class,1936-01-01,FRA - France.txt
FRA,small_plane_airframe_1,M.S. 406,1939-01-01,FRA - France.txt
FRA,small_plane_airframe_1,M.B. 152,1939-01-01,FRA - France.txt
FRA,medium_plane_airframe_1,M.B. 210,1939-01-01,FRA - France.txt
FRA,medium_plane_airframe_2,LeO 451,1939-01-01,FRA - France.txt
FRA,small_plane_cas_airframe_2,Br. 693,1939-01-01,FRA - France.txt
FRA,cv_small_plane_cas_airframe_1,LN.40,1939-01-01,FRA - France.txt
FRA,small_plane_airframe_1,Potez 631,1939-01-01,FRA - France.txt
FRA,submarine_2,Aurore Class,1939-01-01,FRA - France.txt
FRA,destroyer_2,Le Hardi Class,1939-01-01,FRA - France.txt
FRA,destroyer_2,Mogador Class,1939-01-01,FRA - France.txt
FRA,ship_hull_submarine_2,Aurore Class,1939-01-01,FRA - France.txt
FRA,ship_hull_light_2,Le Hardi Class,1939-01-01,FRA - France.txt
FRA,ship_hull_carrier_1,Joffre Class,1939-01-01,FRA - France.txt
FRA,heavy_tank_chassis_1,Char B1bis,1939-01-01,FRA - France.txt
FRA,light_tank_chassis_2,FCM 36,1939-01-01,FRA - France.txt
FRA,medium_tank_chassis_1,AMC 35,1939-01-01,FRA - France.txt
GAR,ship_hull_light_1,Antioquia Class,1936-01-01,GAR - Guarani.txt
GER,light_cruiser_1,Königsberg,1936-01-01,GER - Germany.txt
GER,heavy_cruiser_1,Deutschland,1936-01-01,GER - Germany.txt
GER,light_tank_chassis_0,Leichttraktor,1936-01-01,GER - Germany.txt
GER,light_tank_chassis_1,Panzer I Ausf. A,1936-01-01,GER - Germany.txt
GER,heavy_tank_chassis_1,Neubaufahrzeug,1936-01-01,GER - Germany.txt
GER,light_tank_chassis_2,Panzer II Ausf. A,1936-01-01,GER - Germany.txt
GER,light_tank_chassis_2,Panzer II,1936-01-01,GER - Germany.txt
GER,ship_hull_cruiser_panzerschiff,Deutschland,1936-01-01,GER - Germany.txt
GER,ship_hull_light_1,Type 24,1936-01-01,GER - Germany.txt
GER,ship_hull_light_2,Zerstörer 1934,1936-01-01,GER - Germany.txt
GER,ship_hull_light_2,Zerstörer 1934A,1936-01-01,GER - Germany.txt
GER,ship_hull_submarine_1,Type II,1936-01-01,GER - Germany.txt
GER,ship_hull_submarine_2,Type VII,1936-01-01,GER - Germany.txt
GER,ship_hull_cruiser_1,Königsberg,1936-01-01,GER - Germany.txt
GER,ship_hull_cruiser_1,Emden,1936-01-01,GER - Germany.txt
GER,ship_hull_cruiser_1,Bremse,1936-01-01,GER - Germany.txt
GER,ship_hull_cruiser_2,Leipzig,1936-01-01,GER - Germany.txt
GER,ship_hull_cruiser_2,Admiral Hipper,1936-01-01,GER - Germany.txt
GER,ship_hull_heavy_2,Scharnhorst,1936-01-01,GER - Germany.txt
GER,ship_hull_pre_dreadnought,Deutschland,1936-01-01,GER - Germany.txt
GER,tac_bomber_equipment_0,Ju 86,1936-01-01,GER - Germany.txt
GER,tac_bomber_equipment_0,Do 17,1936-01-01,GER - Germany.txt
GER,medium_plane_airframe_0,Do 23,1936-01-01,GER - Germany.txt
GER,medium_plane_airframe_0,Ju 86,1936-01-01,GER - Germany.txt
GER,medium_plane_airframe_1,He 111,1936-01-01,GER - Germany.txt
GER,medium_plane_airframe_1,Do 17,1936-01-01,GER - Germany.txt
GER,small_plane_airframe_0,He 51,1936-01-01,GER - Germany.txt
GER,small_plane_cas_airframe_0,Hs 123,1936-01-01,GER - Germany.txt
GER,small_plane_airframe_1,Bf 109 D,1936-01-01,GER - Germany.txt
GER,small_plane_cas_airframe_1,Ju 87,1936-01-01,GER - Germany.txt
GER,small_plane_naval_bomber_airframe_1,Do 22,1936-01-01,GER - Germany.txt
GER,submarine_2,Type VIIA,1939-01-01,GER - Germany.txt
GER,destroyer_2,Zerstörer 1936,1939-01-01,GER - Germany.txt
GER,ship_hull_light_2,Zerstörer 1936,1939-01-01,GER - Germany.txt
GER,ship_hull_heavy_2,Bismarck,1939-01-01,GER - Germany.txt
GER,ship_hull_carrier_1,Graf Zeppelin,1939-01-01,GER - Germany.txt
GER,medium_tank_chassis_1,Panzer III Ausf. F,1939-01-01,GER - Germany.txt
GER,medium_tank_chassis_1,Panzer IV Ausf. C,1939-01-01,GER - Germany.txt
GER,light_tank_chassis_1,Panzer 35(t),1939-01-01,GER - Germany.txt
GER,light_tank_chassis_2,Panzer 38(t),1939-01-01,GER - Germany.txt
GER,fighter_equipment_1,He 112,1939-01-01,GER - Germany.txt
GER,fighter_equipment_1,Bf 109 E,1939-01-01,GER - Germany.txt
GER,small_plane_airframe_1,Bf 109 E,1939-01-01,GER - Germany.txt
GER,small_plane_airframe_1,Bf 110 C,1939-01-01,GER - Germany.txt
GER,small_plane_airframe_1,He 112,1939-01-01,GER - Germany.txt
GER,heavy_cruiser_1,Deutschland,1939-01-01,GER - Germany.txt
GRE,destroyer_1,Hydra Class,1936-01-01,GRE - Greece.txt
GRE,ship_hull_submarine_1,Katsonis Class,1936-01-01,GRE - Greece.txt
GRE,ship_hull_submarine_2,Glafkos Class,1936-01-01,GRE - Greece.txt
GRE,ship_hull_light_1,Aetos Class,1936-01-01,GRE - Greece.txt
GRE,ship_hull_light_1,Hydra Class,1936-01-01,GRE - Greece.txt
GRE,ship_hull_cruiser_coastal_defense_ship,Averof Class,1936-01-01,GRE - Greece.txt
GRE,ship_hull_cruiser_1,Elli Class,1936-01-01,GRE - Greece.txt
GRE,ship_hull_pre_dreadnought,Kilkis Class,1936-01-01,GRE - Greece.txt
GRE,ship_hull_light_2,Vasilefs Georgios I Class,1939-01-01,GRE - Greece.txt
HOL,small_plane_cas_airframe_0,Fokker C.X,1936-01-01,HOL - Holland.txt
HOL,medium_plane_airframe_0,Fokker T.IV,1936-01-01,HOL - Holland.txt
HOL,submarine_1,K-XIV Class,1936-01-01,HOL - Holland.txt
HOL,ship_hull_submarine_1,K-III Class,1936-01-01,HOL - Holland.txt
HOL,ship_hull_submarine_1,O9 Class,1936-01-01,HOL - Holland.txt
HOL,ship_hull_submarine_2,K-XIV Class,1936-01-01,HOL - Holland.txt
HOL,ship_hull_light_1,Van Ghent Class,1936-01-01,HOL - Holland.txt
HOL,ship_hull_light_1,Van Galen Class,1936-01-01,HOL - Holland.txt
HOL,ship_hull_cruiser_1,Java Class,1936-01-01,HOL - Holland.txt
HOL,ship_hull_cruiser_1,De Ruyter Class,1936-01-01,HOL - Holland.txt
HOL,ship_hull_cruiser_coastal_defense_ship,Hertog Hendrik Class,1936-01-01,HOL - Holland.txt
HOL,ship_hull_cruiser_coastal_defense_ship,Soerabaja Class,1936-01-01,HOL - Holland.txt
HOL,small_plane_airframe_1,Fokker D.XXI,1939-01-01,HOL - Holland.txt
HOL,medium_plane_airframe_1,Fokker T.V,1939-01-01,HOL - Holland.txt
HOL,small_plane_airframe_1,Fokker G.I,1939-01-01,HOL - Holland.txt
HOL,ship_hull_submarine_3,O19 Class,1939-01-01,HOL - Holland.txt
HOL,ship_hull_light_2,Gerard Callenburgh Class,1939-01-01,HOL - Holland.txt
HOL,ship_hull_light_2,van der Zaan Class,1939-01-01,HOL - Holland.txt
HOL,ship_hull_cruiser_1,Tromp Class,1939-01-01,HOL - Holland.txt
HUN,small_plane_cas_airframe_0,Weiss WM-16 Budapest,1936-01-01,HUN - Hungary.txt
HUN,small_plane_airframe_0,Weiss WM-10 Ölyv,1936-01-01,HUN - Hungary.txt
HUN,light_tank_chassis_0,Straussler V-4,1936-01-01,HUN - Hungary.txt
HUN,light_tank_chassis_1,Toldi 38M,1939-01-01,HUN - Hungary.txt
IAS,ship_hull_light_1,Antioquia Class,1936-01-01,IAS - Isthmo Amerindia.txt
INC,ship_hull_light_1,Antioquia Class,1936-01-01,INC - Inca.txt
INU,ship_hull_light_1,Antioquia Class,1936-01-01,INU - Inuit.txt
ITA,fighter_equipment_0,CR.42,1936-01-01,ITA - Italy.txt
ITA,small_plane_airframe_0,CR.32,1936-01-01,ITA - Italy.txt
ITA,small_plane_cas_airframe_0,Ca.111,1936-01-01,ITA - Italy.txt
ITA,medium_plane_airframe_0,Ca.101,1936-01-01,ITA - Italy.txt
ITA,medium_plane_airframe_0,Ca.133,1936-01-01,ITA - Italy.txt
