state_id,province_id,source_file
117,3958,117-Napoli.txt
117,3968,117-Napoli.txt
117,6972,117-Napoli.txt
117,9826,117-Napoli.txt
117,11803,117-Napoli.txt
117,9856,117-Napoli.txt
118,4135,118-Gibralter.txt
119,276,119-Northern Ireland.txt
119,385,119-Northern Ireland.txt
119,3217,119-Northern Ireland.txt
119,3242,119-Northern Ireland.txt
119,3329,119-Northern Ireland.txt
119,3379,119-Northern Ireland.txt
119,11257,119-Northern Ireland.txt
12,3388,12-Latvia.txt
12,9317,12-Latvia.txt
12,9501,12-Latvia.txt
12,10493,12-Latvia.txt
12,11302,12-Latvia.txt
120,131,120-Scottish Highlands.txt
120,284,120-Scottish Highlands.txt
120,3159,120-Scottish Highlands.txt
120,3178,120-Scottish Highlands.txt
120,3373,120-Scottish Highlands.txt
120,6046,120-Scottish Highlands.txt
120,6062,120-Scottish Highlands.txt
120,6104,120-Scottish Highlands.txt
120,6205,120-Scottish Highlands.txt
120,9075,120-Scottish Highlands.txt
120,9090,120-Scottish Highlands.txt
120,11064,120-Scottish Highlands.txt
120,11161,120-Scottish Highlands.txt
120,11266,120-Scottish Highlands.txt
120,13269,120-Scottish Highlands.txt
120,13270,120-Scottish Highlands.txt
121,159,121-Scottish Lowlands.txt
121,6300,121-Scottish Lowlands.txt
121,9314,121-Scottish Lowlands.txt
121,9383,121-Scottish Lowlands.txt
121,9392,121-Scottish Lowlands.txt
121,11378,121-Scottish Lowlands.txt
122,253,122-Wales.txt
122,311,122-Wales.txt
122,377,122-Wales.txt
122,407,122-Wales.txt
122,3274,122-Wales.txt
122,6363,122-Wales.txt
122,9364,122-Wales.txt
122,11361,122-Wales.txt
123,540,123-Cornwall.txt
123,3422,123-Cornwall.txt
123,3463,123-Cornwall.txt
123,6526,123-Cornwall.txt
123,9562,123-Cornwall.txt
123,11406,123-Cornwall.txt
124,408,124-Gotland.txt
124,6258,124-Gotland.txt
125,221,125-East Anglia.txt
125,271,125-East Anglia.txt
125,296,125-East Anglia.txt
125,322,125-East Anglia.txt
125,3287,125-East Anglia.txt
125,11221,125-East Anglia.txt
125,11253,125-East Anglia.txt
126,6103,126-Greater London Area.txt
126,9239,126-Greater London Area.txt
126,11333,126-Greater London Area.txt
126,11374,126-Greater London Area.txt
127,507,127-South-east England.txt
127,3501,127-South-east England.txt
127,6489,127-South-east England.txt
127,9458,127-South-east England.txt
127,11446,127-South-east England.txt
127,13070,127-South-east England.txt
128,3241,128-West Midlands.txt
128,3301,128-West Midlands.txt
128,6270,128-West Midlands.txt
128,6301,128-West Midlands.txt
128,7239,128-West Midlands.txt
128,9297,128-West Midlands.txt
128,11345,128-West Midlands.txt
129,364,129-East Midlands.txt
129,3353,129-East Midlands.txt
129,6237,129-East Midlands.txt
129,9250,129-East Midlands.txt
129,9268,129-East Midlands.txt
129,9322,129-East Midlands.txt
129,11279,129-East Midlands.txt
13,83,13-Estonia.txt
13,308,13-Estonia.txt
13,3074,13-Estonia.txt
13,3174,13-Estonia.txt
13,6381,13-Estonia.txt
13,11291,13-Estonia.txt
130,6268,130-Yorkshire.txt
130,9269,130-Yorkshire.txt
130,9315,130-Yorkshire.txt
130,9332,130-Yorkshire.txt
130,9379,130-Yorkshire.txt
130,9397,130-Yorkshire.txt
130,11297,130-Yorkshire.txt
130,11317,130-Yorkshire.txt
130,11382,130-Yorkshire.txt
131,351,131-Northern England.txt
131,11270,131-Northern England.txt
131,11299,131-Northern England.txt
132,3205,132-North-west England.txt
132,6318,132-North-west England.txt
132,6335,132-North-west England.txt
132,6384,132-North-west England.txt
133,3273,133-Strathclyde.txt
133,6320,133-Strathclyde.txt
133,6350,133-Strathclyde.txt
133,6385,133-Strathclyde.txt
133,6395,133-Strathclyde.txt
133,9237,133-Strathclyde.txt
133,9350,133-Strathclyde.txt
133,11218,133-Strathclyde.txt
134,337,134-Connaught.txt
134,3396,134-Connaught.txt
134,9255,134-Connaught.txt
134,9303,134-Connaught.txt
134,9321,134-Connaught.txt
134,9369,134-Connaught.txt
134,11238,134-Connaught.txt
134,11287,134-Connaught.txt
134,11371,134-Connaught.txt
135,6289,135-Munster.txt
135,6313,135-Munster.txt
135,6405,135-Munster.txt
135,7394,135-Munster.txt
135,9284,135-Munster.txt
135,9310,135-Munster.txt
135,9405,135-Munster.txt
135,11237,135-Munster.txt
135,11267,135-Munster.txt
135,11334,135-Munster.txt
136,200,136-Aberdeenshire.txt
136,3150,136-Aberdeenshire.txt
136,9161,136-Aberdeenshire.txt
136,11055,136-Aberdeenshire.txt
136,11136,136-Aberdeenshire.txt
136,11207,136-Aberdeenshire.txt
136,11306,136-Aberdeenshire.txt
137,705,137-Crimea.txt
137,3686,137-Crimea.txt
137,3722,137-Crimea.txt
137,6704,137-Crimea.txt
137,6724,137-Crimea.txt
137,9677,137-Crimea.txt
137,9680,137-Crimea.txt
137,9718,137-Crimea.txt
137,11649,137-Crimea.txt
138,3307,138-Skane.txt
138,6120,138-Skane.txt
138,6345,138-Skane.txt
138,6412,138-Skane.txt
138,9279,138-Skane.txt
138,9300,138-Skane.txt
138,9362,138-Skane.txt
138,11160,138-Skane.txt
138,11215,138-Skane.txt
138,11327,138-Skane.txt
138,11376,138-Skane.txt
139,211,139-Smaland.txt
139,242,139-Smaland.txt
139,299,139-Smaland.txt
139,329,139-Smaland.txt
139,363,139-Smaland.txt
139,3229,139-Smaland.txt
139,6148,139-Smaland.txt
139,9251,139-Smaland.txt
139,9329,139-Smaland.txt
139,9406,139-Smaland.txt
139,9410,139-Smaland.txt
139,11231,139-Smaland.txt
139,11280,139-Smaland.txt
14,542,14-Brittany.txt
14,3552,14-Brittany.txt
14,3758,14-Brittany.txt
14,6536,14-Brittany.txt
14,6548,14-Brittany.txt
14,6572,14-Brittany.txt
14,9495,14-Brittany.txt
14,9510,14-Brittany.txt
14,9525,14-Brittany.txt
14,11508,14-Brittany.txt
140,295,140-Vaster Gotland.txt
140,383,140-Vaster Gotland.txt
140,3063,140-Vaster Gotland.txt
140,3286,140-Vaster Gotland.txt
140,3375,140-Vaster Gotland.txt
140,3386,140-Vaster Gotland.txt
140,6331,140-Vaster Gotland.txt
140,6406,140-Vaster Gotland.txt
140,11070,140-Vaster Gotland.txt
140,13096,140-Vaster Gotland.txt
141,35,141-Sodermanland.txt
141,161,141-Sodermanland.txt
141,3106,141-Sodermanland.txt
141,3182,141-Sodermanland.txt
141,6050,141-Sodermanland.txt
141,6084,141-Sodermanland.txt
141,6127,141-Sodermanland.txt
141,6164,141-Sodermanland.txt
141,6188,141-Sodermanland.txt
141,6209,141-Sodermanland.txt
141,9109,141-Sodermanland.txt
141,9149,141-Sodermanland.txt
141,9185,141-Sodermanland.txt
141,9209,141-Sodermanland.txt
141,11044,141-Sodermanland.txt
141,11082,141-Sodermanland.txt
141,11163,141-Sodermanland.txt
141,11188,141-Sodermanland.txt
141,11278,141-Sodermanland.txt
141,13097,141-Sodermanland.txt
141,13098,141-Sodermanland.txt
142,53,142-Vestlandet.txt
142,65,142-Vestlandet.txt
142,102,142-Vestlandet.txt
142,122,142-Vestlandet.txt
142,137,142-Vestlandet.txt
142,188,142-Vestlandet.txt
142,199,142-Vestlandet.txt
142,3090,142-Vestlandet.txt
142,3093,142-Vestlandet.txt
142,3096,142-Vestlandet.txt
142,3114,142-Vestlandet.txt
142,3180,142-Vestlandet.txt
142,3188,142-Vestlandet.txt
142,3192,142-Vestlandet.txt
142,6145,142-Vestlandet.txt
142,6176,142-Vestlandet.txt
142,6204,142-Vestlandet.txt
142,6216,142-Vestlandet.txt
142,9047,142-Vestlandet.txt
142,9127,142-Vestlandet.txt
142,9170,142-Vestlandet.txt
142,9216,142-Vestlandet.txt
142,11100,142-Vestlandet.txt
142,11198,142-Vestlandet.txt
143,21,143-Midt-Noreg.txt
143,107,143-Midt-Noreg.txt
143,115,143-Midt-Noreg.txt
143,3018,143-Midt-Noreg.txt
143,3022,143-Midt-Noreg.txt
143,3098,143-Midt-Noreg.txt
143,3183,143-Midt-Noreg.txt
143,6038,143-Midt-Noreg.txt
143,6041,143-Midt-Noreg.txt
143,6116,143-Midt-Noreg.txt
143,6118,143-Midt-Noreg.txt
143,6173,143-Midt-Noreg.txt
143,9069,143-Midt-Noreg.txt
143,9132,143-Midt-Noreg.txt
143,9139,143-Midt-Noreg.txt
143,11118,143-Midt-Noreg.txt
143,11173,143-Midt-Noreg.txt
144,38,144-Nord-Noreg.txt
144,192,144-Nord-Noreg.txt
144,3034,144-Nord-Noreg.txt
144,3132,144-Nord-Noreg.txt
144,3145,144-Nord-Noreg.txt
144,9126,144-Nord-Noreg.txt
144,11157,144-Nord-Noreg.txt
144,6214,144-Nord-Noreg.txt
145,9228,145-Aland.txt
146,2332,146-Karelia.txt
146,3050,146-Karelia.txt
146,3060,146-Karelia.txt
146,3133,146-Karelia.txt
146,3187,146-Karelia.txt
146,6052,146-Karelia.txt
146,6150,146-Karelia.txt
146,6153,146-Karelia.txt
146,9100,146-Karelia.txt
146,9105,146-Karelia.txt
146,9150,146-Karelia.txt
146,9176,146-Karelia.txt
146,9206,146-Karelia.txt
146,11046,146-Karelia.txt
146,11156,146-Karelia.txt
146,11162,146-Karelia.txt
147,197,147-Salla.txt
147,9158,147-Salla.txt
147,11085,147-Salla.txt
148,30,148-Lappi.txt
148,103,148-Lappi.txt
148,124,148-Lappi.txt
148,162,148-Lappi.txt
148,167,148-Lappi.txt
148,203,148-Lappi.txt
148,2992,148-Lappi.txt
148,3055,148-Lappi.txt
148,3069,148-Lappi.txt
148,3097,148-Lappi.txt
148,3107,148-Lappi.txt
148,3158,148-Lappi.txt
148,3193,148-Lappi.txt
148,6061,148-Lappi.txt
148,6076,148-Lappi.txt
148,6087,148-Lappi.txt
148,6128,148-Lappi.txt
148,6137,148-Lappi.txt
148,6142,148-Lappi.txt
148,9112,148-Lappi.txt
148,9189,148-Lappi.txt
148,9223,148-Lappi.txt
148,11030,148-Lappi.txt
148,11115,148-Lappi.txt
148,11125,148-Lappi.txt
148,11130,148-Lappi.txt
148,11164,148-Lappi.txt
148,11167,148-Lappi.txt
148,11204,148-Lappi.txt
149,63,149-Vaasa.txt
149,66,149-Vaasa.txt
149,3119,149-Vaasa.txt
149,3122,149-Vaasa.txt
149,3172,149-Vaasa.txt
149,6013,149-Vaasa.txt
149,6138,149-Vaasa.txt
149,6141,149-Vaasa.txt
149,6198,149-Vaasa.txt
149,9038,149-Vaasa.txt
149,9156,149-Vaasa.txt
149,9166,149-Vaasa.txt
149,9219,149-Vaasa.txt
149,11033,149-Vaasa.txt
149,11065,149-Vaasa.txt
149,11126,149-Vaasa.txt
149,11144,149-Vaasa.txt
149,13113,149-Vaasa.txt
15,485,15-Normandy.txt
15,539,15-Normandy.txt
15,553,15-Normandy.txt
15,3534,15-Normandy.txt
15,3549,15-Normandy.txt
15,3579,15-Normandy.txt
15,6449,15-Normandy.txt
15,6569,15-Normandy.txt
15,6599,15-Normandy.txt
15,9434,15-Normandy.txt
15,9550,15-Normandy.txt
15,9578,15-Normandy.txt
15,11521,15-Normandy.txt
15,11535,15-Normandy.txt
15,11563,15-Normandy.txt
150,136,150-Kuopio.txt
150,141,150-Kuopio.txt
150,193,150-Kuopio.txt
150,3030,150-Kuopio.txt
150,3068,150-Kuopio.txt
150,3125,150-Kuopio.txt
150,3185,150-Kuopio.txt
150,6033,150-Kuopio.txt
150,6078,150-Kuopio.txt
150,6146,150-Kuopio.txt
150,6156,150-Kuopio.txt
150,6210,150-Kuopio.txt
150,9061,150-Kuopio.txt
150,9104,150-Kuopio.txt
150,9106,150-Kuopio.txt
150,9169,150-Kuopio.txt
150,9181,150-Kuopio.txt
150,11076,150-Kuopio.txt
150,11141,150-Kuopio.txt
150,11199,150-Kuopio.txt
150,11210,150-Kuopio.txt
150,13109,150-Kuopio.txt
150,13110,150-Kuopio.txt
