template_name,unit_type_key,grid_x,grid_y
División de Infanteria,infantry,1,0
División de Infanteria,infantry,1,1
División de Infanteria,infantry,1,2
División de Infanteria,infantry,2,0
División de Infanteria,infantry,2,1
División de Infanteria,infantry,2,2
Brigada Montaña,mountaineers,0,0
Brigada Montaña,mountaineers,0,1
Brigada Montaña,mountaineers,0,2
División de Caballería,cavalry,0,0
División de Caballería,cavalry,0,1
División de Caballería,cavalry,0,2
División de Caballería,cavalry,1,0
División de Caballería,cavalry,1,1
División de Caballería,cavalry,1,2
División de Caballería,cavalry,2,0
División de Caballería,cavalry,2,1
División de Caballería,cavalry,2,2
Infantry Division,infantry,0,0
Infantry Division,infantry,0,1
Infantry Division,infantry,0,2
Infantry Division,infantry,1,0
Infantry Division,infantry,1,1
Infantry Division,infantry,1,2
Infantry Division,infantry,2,0
Infantry Division,infantry,2,1
Infantry Division,infantry,2,2
Infantry Division,infantry,3,0
Infantry Division,infantry,3,1
Cavalry Division,cavalry,0,0
Cavalry Division,cavalry,0,1
Cavalry Division,cavalry,0,2
Cavalry Division,cavalry,1,0
Cavalry Division,cavalry,1,1
Cavalry Division,cavalry,1,2
Armoured Division,light_armor,0,0
Armoured Division,light_armor,0,1
Armoured Division,cavalry,1,0
Armoured Division,cavalry,1,1
Infantry Division,infantry,0,0
Infantry Division,infantry,0,1
Infantry Division,infantry,0,2
Infantry Division,infantry,0,3
Infantry Division,infantry,1,0
Infantry Division,infantry,1,1
Infantry Division,infantry,1,2
Infantry Division,infantry,1,3
Infantry Division,infantry,2,0
Infantry Division,infantry,2,1
Infantry Division,infantry,2,2
Infantry Division,infantry,2,3
Cavalry Division,cavalry,0,0
Cavalry Division,cavalry,0,1
Cavalry Division,cavalry,0,2
Cavalry Division,cavalry,1,0
Cavalry Division,cavalry,1,1
Cavalry Division,cavalry,1,2
Armoured Division,light_armor,0,0
Armoured Division,light_armor,0,1
Armoured Division,cavalry,1,0
Armoured Division,cavalry,1,1
Infanterie Division,infantry,0,0
Infanterie Division,infantry,0,1
Infanterie Division,infantry,0,2
Infanterie Division,infantry,1,0
Infanterie Division,infantry,1,1
Infanterie Division,infantry,1,2
Alpenjäger Division,mountaineers,0,0
Alpenjäger Division,mountaineers,0,1
Alpenjäger Division,mountaineers,0,2
Schnelle Division,cavalry,0,0
Schnelle Division,cavalry,0,1
Schnelle Division,cavalry,1,0
Schnelle Division,cavalry,1,1
Infanterie Division,infantry,0,0
Infanterie Division,infantry,0,1
Infanterie Division,infantry,0,2
Infanterie Division,infantry,1,0
Infanterie Division,infantry,1,1
Infanterie Division,infantry,1,2
Alpenjäger Division,mountaineers,0,0
Alpenjäger Division,mountaineers,0,1
Alpenjäger Division,mountaineers,0,2
Schnelle Division,cavalry,0,0
Schnelle Division,cavalry,0,1
Schnelle Division,cavalry,1,0
Schnelle Division,cavalry,1,1
Division d'Infanterie,infantry,0,0
Division d'Infanterie,infantry,0,1
Division d'Infanterie,infantry,0,2
Division d'Infanterie,infantry,1,0
Division d'Infanterie,infantry,1,1
Division d'Infanterie,infantry,1,2
Division d'Infanterie,infantry,2,0
Division d'Infanterie,infantry,2,1
Division d'Infanterie,infantry,2,2
Division de Cavalerie,cavalry,0,0
Division de Cavalerie,cavalry,0,1
Division de Cavalerie,cavalry,1,0
Division de Cavalerie,cavalry,1,1
Division de Cavalerie,cavalry,2,0
Division de Cavalerie,cavalry,2,1
Cavalerie Motorisée,motorized,0,0
Cavalerie Motorisée,motorized,0,1
Cavalerie Motorisée,motorized,1,0
Cavalerie Motorisée,motorized,1,1
Division Coloniale,infantry,0,0
Division Coloniale,infantry,0,1
Division Coloniale,infantry,0,2
Division Coloniale,infantry,1,0
Division Coloniale,infantry,1,1
Division Coloniale,infantry,1,2
Division d'Infanterie,infantry,0,0
Division d'Infanterie,infantry,0,1
Division d'Infanterie,infantry,0,2
Division d'Infanterie,infantry,1,0
Division d'Infanterie,infantry,1,1
Division d'Infanterie,infantry,1,2
Division d'Infanterie,infantry,2,0
Division d'Infanterie,infantry,2,1
Division d'Infanterie,infantry,2,2
Division de Cavalerie,cavalry,0,0
Division de Cavalerie,cavalry,0,1
Division de Cavalerie,cavalry,1,0
Division de Cavalerie,cavalry,1,1
Division de Cavalerie,cavalry,2,0
Division de Cavalerie,cavalry,2,1
Cavalerie Motorisée,motorized,0,0
Cavalerie Motorisée,motorized,0,1
Cavalerie Motorisée,motorized,1,0
Cavalerie Motorisée,motorized,1,1
Division Coloniale,infantry,0,0
Division Coloniale,infantry,0,1
Division Coloniale,infantry,0,2
Division Coloniale,infantry,1,0
Division Coloniale,infantry,1,1
Division Coloniale,infantry,1,2
Division d'Infanterie,infantry,0,0
Division d'Infanterie,infantry,0,1
Division d'Infanterie,infantry,0,2
Division d'Infanterie,infantry,1,0
Division d'Infanterie,infantry,1,1
Division d'Infanterie,infantry,1,2
Division d'Infanterie,infantry,2,0
Division d'Infanterie,infantry,2,1
Division d'Infanterie,infantry,2,2
Division d'Infanterie,artillery_brigade,3,0
Chasseurs Ardennais,mountaineers,0,0
Chasseurs Ardennais,mountaineers,0,1
Chasseurs Ardennais,mountaineers,0,2
Chasseurs Ardennais,mountaineers,0,3
Chasseurs Ardennais,light_tank_destroyer_brigade,1,0
Division de Cavalerie,cavalry,0,0
Division de Cavalerie,cavalry,0,1
Division de Cavalerie,motorized,1,0
Division de Cavalerie,cavalry,1,1
Division de Cavalerie,cavalry,1,2
Division de Cavalerie,light_tank_destroyer_brigade,2,0
Cycliste Frontière,bicycle_battalion,0,0
Cycliste Frontière,bicycle_battalion,0,1
Force Publique,infantry,0,0
Force Publique,infantry,0,1
Force Publique,infantry,1,0
Force Publique,infantry,1,1
Division d'Infanterie,infantry,0,0
Division d'Infanterie,infantry,0,1
Division d'Infanterie,infantry,0,2
Division d'Infanterie,infantry,1,0
Division d'Infanterie,infantry,1,1
Division d'Infanterie,infantry,1,2
Division d'Infanterie,infantry,2,0
Division d'Infanterie,infantry,2,1
Division d'Infanterie,infantry,2,2
Division d'Infanterie,artillery_brigade,3,0
Chasseurs Ardennais,mountaineers,0,0
Chasseurs Ardennais,mountaineers,0,1
Chasseurs Ardennais,mountaineers,0,2
Chasseurs Ardennais,mountaineers,0,3
Chasseurs Ardennais,light_tank_destroyer_brigade,1,0
Division de Cavalerie,cavalry,0,0
Division de Cavalerie,cavalry,0,1
Division de Cavalerie,motorized,1,0
Division de Cavalerie,cavalry,1,1
Division de Cavalerie,cavalry,1,2
Division de Cavalerie,light_tank_destroyer_brigade,2,0
Cycliste Frontière,bicycle_battalion,0,0
Cycliste Frontière,bicycle_battalion,0,1
Force Publique,infantry,0,0
Force Publique,infantry,0,1
Force Publique,infantry,1,0
Force Publique,infantry,1,1
Division d'Infanterie,infantry,0,0
Division d'Infanterie,infantry,0,1
Division d'Infanterie,infantry,0,2
Division d'Infanterie,infantry,1,0
Division d'Infanterie,infantry,1,1
Division d'Infanterie,infantry,1,2
Division d'Infanterie,infantry,2,0
Division d'Infanterie,infantry,2,1
Division d'Infanterie,infantry,2,2
Division d'Infanterie,artillery_brigade,3,0
Chasseurs Ardennais,ranger_battalion,0,0
Chasseurs Ardennais,ranger_battalion,0,1
Chasseurs Ardennais,ranger_battalion,0,2
Chasseurs Ardennais,ranger_battalion,0,3
Chasseurs Ardennais,light_tank_destroyer_brigade,1,0
Division de Cavalerie,cavalry,0,0
Division de Cavalerie,cavalry,0,1
Division de Cavalerie,motorized,1,0
Division de Cavalerie,cavalry,1,1
Division de Cavalerie,cavalry,1,2
Division de Cavalerie,light_tank_destroyer_brigade,2,0
Cycliste Frontière,bicycle_battalion,0,0
Cycliste Frontière,bicycle_battalion,0,1
Force Publique,infantry,0,0
Force Publique,infantry,0,1
Force Publique,infantry,1,0
Force Publique,infantry,1,1
Division d'Infanterie,infantry,0,0
Division d'Infanterie,infantry,0,1
Division d'Infanterie,infantry,0,2
Division d'Infanterie,infantry,1,0
Division d'Infanterie,infantry,1,1
Division d'Infanterie,infantry,1,2
Division d'Infanterie,infantry,2,0
Division d'Infanterie,infantry,2,1
Division d'Infanterie,infantry,2,2
Division d'Infanterie,artillery_brigade,3,0
Chasseurs Ardennais,ranger_battalion,0,0
Chasseurs Ardennais,ranger_battalion,0,1
Chasseurs Ardennais,ranger_battalion,0,2
Chasseurs Ardennais,ranger_battalion,0,3
Chasseurs Ardennais,light_tank_destroyer_brigade,1,0
Division de Cavalerie,cavalry,0,0
Division de Cavalerie,cavalry,0,1
Division de Cavalerie,motorized,1,0
Division de Cavalerie,cavalry,1,1
Division de Cavalerie,cavalry,1,2
Division de Cavalerie,light_tank_destroyer_brigade,2,0
Cycliste Frontière,bicycle_battalion,0,0
Cycliste Frontière,bicycle_battalion,0,1
Force Publique,infantry,0,0
Force Publique,infantry,0,1
Force Publique,infantry,1,0
Force Publique,infantry,1,1
Division d'Infanterie,infantry,0,0
Division d'Infanterie,infantry,0,1
Division d'Infanterie,infantry,0,2
Division d'Infanterie,infantry,1,0
Division d'Infanterie,infantry,1,1
Division d'Infanterie,infantry,1,2
Division d'Infanterie,infantry,2,0
Division d'Infanterie,infantry,2,1
Division d'Infanterie,infantry,2,2
Chasseurs Ardennais,mountaineers,0,0
Chasseurs Ardennais,mountaineers,0,1
Chasseurs Ardennais,mountaineers,0,2
Chasseurs Ardennais,mountaineers,0,3
Chasseurs Ardennais,light_tank_destroyer_brigade,1,0
Division de Cavalerie,cavalry,0,0
Division de Cavalerie,cavalry,0,1
Division de Cavalerie,cavalry,1,0
Division de Cavalerie,cavalry,1,1
Division de Cavalerie,cavalry,2,0
Division de Cavalerie,cavalry,2,1
Cavalerie Motorisée,motorized,0,0
Cavalerie Motorisée,motorized,0,1
Cavalerie Motorisée,motorized,1,0
Cavalerie Motorisée,motorized,1,1
Cycliste Frontière,bicycle_battalion,0,0
Cycliste Frontière,bicycle_battalion,0,1
Force Publique,infantry,0,0
Force Publique,infantry,0,1
Force Publique,infantry,1,0
Force Publique,infantry,1,1
Infantry Division,infantry,0,0
Infantry Division,infantry,0,1
Infantry Division,infantry,0,0
Infantry Division,infantry,0,1
División de Infanteria,infantry,0,0
División de Infanteria,infantry,0,1
División de Infanteria,infantry,1,0
División de Infanteria,infantry,1,1
División de Infanteria,infantry,2,0
División de Infanteria,infantry,2,1
División de Caballería,cavalry,0,0
División de Caballería,cavalry,0,1
División de Caballería,cavalry,1,0
División de Caballería,cavalry,1,1
División de Caballería,cavalry,2,0
División de Caballería,cavalry,2,1
División de Infanteria,infantry,0,0
División de Infanteria,infantry,0,1
División de Infanteria,infantry,1,0
División de Infanteria,infantry,1,1
División de Infanteria,infantry,2,0
División de Infanteria,infantry,2,1
División de Caballería,cavalry,0,0
División de Caballería,cavalry,0,1
División de Caballería,cavalry,1,0
División de Caballería,cavalry,1,1
División de Caballería,cavalry,2,0
División de Caballería,cavalry,2,1
Infantry Division,infantry,0,0
Infantry Division,infantry,0,1
Infantry Division,infantry,1,0
Infantry Division,infantry,1,1
Infantry Division,infantry,2,0
Infantry Division,infantry,2,1
Divisão de Infantaria,infantry,0,0
Divisão de Infantaria,infantry,0,1
Divisão de Infantaria,infantry,0,2
Divisão de Infantaria,infantry,0,3
Divisão de Infantaria,infantry,1,0
Divisão de Infantaria,infantry,1,1
Divisão de Infantaria,infantry,1,2
Divisão de Infantaria,infantry,1,3
Divisão de Cavalaria,cavalry,0,0
Divisão de Cavalaria,cavalry,0,1
Divisão de Cavalaria,cavalry,0,2
Divisão de Cavalaria,cavalry,0,3
Divisão de Infantaria,infantry,0,0
Divisão de Infantaria,infantry,0,1
Divisão de Infantaria,infantry,0,2
Divisão de Infantaria,infantry,0,3
Divisão de Infantaria,infantry,1,0
Divisão de Infantaria,infantry,1,1
Divisão de Infantaria,infantry,1,2
Divisão de Infantaria,infantry,1,3
Divisão de Cavalaria,cavalry,0,0
Divisão de Cavalaria,cavalry,0,1
Divisão de Cavalaria,cavalry,0,2
Divisão de Cavalaria,cavalry,0,3
Divisão de Cavalaria,cavalry,1,0
Divisão de Cavalaria,cavalry,1,1
Divisão de Cavalaria,cavalry,1,2
Divisão de Cavalaria,cavalry,1,3
Foghorn Leghorn,infantry,0,0
Foghorn Leghorn,infantry,0,1
Foghorn Leghorn,infantry,0,2
Foghorn Leghorn,infantry,0,3
Foghorn Leghorn,infantry,1,0
Foghorn Leghorn,infantry,1,1
Foghorn Leghorn,infantry,0,0
Foghorn Leghorn,infantry,0,1
Foghorn Leghorn,infantry,0,2
Foghorn Leghorn,infantry,0,3
Foghorn Leghorn,infantry,1,0
Foghorn Leghorn,infantry,1,1
Pekhotna Divizija,infantry,0,0
Pekhotna Divizija,infantry,0,1
Pekhotna Divizija,infantry,0,2
Pekhotna Divizija,infantry,1,0
Pekhotna Divizija,infantry,1,1
Pekhotna Divizija,infantry,1,2
Pekhotna Divizija,infantry,2,0
Pekhotna Divizija,infantry,2,1
Pekhotna Divizija,infantry,2,2
Konna Divizija,cavalry,0,0
Konna Divizija,cavalry,0,1
Konna Divizija,cavalry,0,2
Konna Divizija,cavalry,0,3
Konna Divizija,motorized,1,0
Konna Divizija,motorized,1,1
Pekhotna Divizija,infantry,0,0
Pekhotna Divizija,infantry,0,1
Pekhotna Divizija,infantry,0,2
Pekhotna Divizija,infantry,1,0
Pekhotna Divizija,infantry,1,1
Pekhotna Divizija,infantry,1,2
Pekhotna Divizija,infantry,2,0
Pekhotna Divizija,infantry,2,1
Pekhotna Divizija,infantry,2,2
Konna Divizija,cavalry,0,0
Konna Divizija,cavalry,0,1
Konna Divizija,cavalry,0,2
Konna Divizija,cavalry,0,3
Konna Divizija,motorized,1,0
Konna Divizija,motorized,1,1
Tankov Polk,light_armor,0,0
Tankov Polk,light_armor,0,1
Tankov Polk,motorized,1,0
Pekhotna Divizija,infantry,0,0
Pekhotna Divizija,infantry,0,1
Pekhotna Divizija,infantry,0,2
Pekhotna Divizija,infantry,1,0
Pekhotna Divizija,infantry,1,1
Pekhotna Divizija,infantry,1,2
Pekhotna Divizija,infantry,2,0
Pekhotna Divizija,infantry,2,1
Pekhotna Divizija,infantry,2,2
Konna Divizija,cavalry,0,0
Konna Divizija,cavalry,0,1
Konna Divizija,cavalry,0,2
Konna Divizija,cavalry,0,3
Konna Divizija,motorized,1,0
Konna Divizija,motorized,1,1
Tankov Polk,light_armor,0,0
Tankov Polk,light_armor,0,1
Tankov Polk,motorized,1,0
Azad Hind Infantry Corps,medium_armor,0,0
Azad Hind Infantry Corps,infantry,0,1
Azad Hind Infantry Corps,infantry,0,0
Azad Hind Infantry Corps,infantry,0,1
Azad Hind Infantry Corps,infantry,1,0
Azad Hind Infantry Corps,infantry,1,1
Azad Hind Infantry Corps,infantry,2,0
Azad Hind Infantry Corps,infantry,2,1
Azad Hind Infantry Corps,infantry,3,1
District Militia,infantry,0,0
District Militia,infantry,0,1
District Militia,infantry,0,2
District Militia,infantry,1,0
District Militia,infantry,1,1
District Militia,infantry,1,2
District Militia,infantry,2,0
District Militia,infantry,2,1
District Militia,infantry,2,2
Cavalry Militia,cavalry,0,0
Cavalry Militia,cavalry,0,1
Cavalry Militia,cavalry,0,2
Armored-Division,light_armor,0,0
Armored-Division,light_armor,0,1
Armored-Division,cavalry,1,0
Armored-Division,cavalry,1,1
District Militia,infantry,0,0
District Militia,infantry,0,1
District Militia,infantry,0,2
District Militia,infantry,1,0
District Militia,infantry,1,1
District Militia,infantry,1,2
District Militia,infantry,2,0
District Militia,infantry,2,1
District Militia,infantry,2,2
Cavalry Militia,cavalry,0,0
Cavalry Militia,cavalry,0,1
Cavalry Militia,cavalry,0,2
Armored-Division,light_armor,0,0
Armored-Division,light_armor,0,1
Armored-Division,cavalry,1,0
Armored-Division,cavalry,1,1
Infantry Division,infantry,0,0
Infantry Division,infantry,0,1
Infantry Division,infantry,0,2
Infantry Division,infantry,1,0
Infantry Division,infantry,1,1
Infantry Division,infantry,1,2
Infantry Division,infantry,2,0
Infantry Division,infantry,2,1
District Militia,infantry,0,0
District Militia,infantry,0,1
District Militia,infantry,0,2
District Militia,infantry,1,0
District Militia,infantry,1,1
District Militia,infantry,1,2
Cavalry Militia,cavalry,0,0
Cavalry Militia,cavalry,0,1
Armored-Division,light_armor,0,0
Armored-Division,light_armor,0,1
Armored-Division,cavalry,1,0
Armored-Division,cavalry,1,1
Juntuán,infantry,0,0
Juntuán,infantry,0,1
Juntuán,infantry,1,0
Juntuán,infantry,1,1
Sanjiao Jun,infantry,0,0
Sanjiao Jun,infantry,0,1
Sanjiao Jun,infantry,1,0
Sanjiao Jun,infantry,1,1
Sanjiao Jun,infantry,2,0
Sanjiao Jun,infantry,2,1
Qibing Jun,cavalry,0,0
Qibing Jun,cavalry,0,1
Qibing Jun,cavalry,1,0
Qibing Jun,cavalry,1,1
Juntuán,infantry,0,0
Juntuán,infantry,0,1
Juntuán,infantry,1,0
Juntuán,infantry,1,1
Sanjiao Jun,infantry,0,0
Sanjiao Jun,infantry,0,1
Sanjiao Jun,infantry,1,0
Sanjiao Jun,infantry,1,1
Sanjiao Jun,infantry,2,0
Sanjiao Jun,infantry,2,1
Juntuán Reformed,infantry,0,0
Juntuán Reformed,infantry,0,1
Juntuán Reformed,infantry,1,0
Juntuán Reformed,infantry,1,1
Juntuán Reformed,infantry,2,0
Juntuán Reformed,infantry,2,1
Qibing Jun,cavalry,0,0
Qibing Jun,cavalry,0,1
Qibing Jun,cavalry,1,0
Qibing Jun,cavalry,1,1
Juntuán,infantry,0,0
Juntuán,infantry,0,1
Juntuán,infantry,1,0
Juntuán,infantry,1,1
Sanjiao Jun,infantry,0,0
Sanjiao Jun,infantry,0,1
Sanjiao Jun,infantry,1,0
Sanjiao Jun,infantry,1,1
Sanjiao Jun,infantry,2,0
Sanjiao Jun,infantry,2,1
Motuo Hua Bubing Jun,motorized,0,0
Motuo Hua Bubing Jun,motorized,0,1
Motuo Hua Bubing Jun,motorized,1,0
Motuo Hua Bubing Jun,motorized,1,1
Motuo Hua Bubing Jun,motorized,2,0
Motuo Hua Bubing Jun,motorized,2,1
Qibing Jun,cavalry,0,0
Qibing Jun,cavalry,0,1
Qibing Jun,cavalry,1,0
Qibing Jun,cavalry,1,1
Juntuán,infantry,0,0
Juntuán,infantry,0,1
Juntuán,infantry,1,0
Juntuán,infantry,1,1
Juntuán Reformed,infantry,0,0
Juntuán Reformed,infantry,0,1
Juntuán Reformed,infantry,1,0
Juntuán Reformed,infantry,1,1
Juntuán Reformed,infantry,2,0
Juntuán Reformed,infantry,2,1
Sanjiao Jun,infantry,0,0
Sanjiao Jun,infantry,0,1
Sanjiao Jun,infantry,1,0
Sanjiao Jun,infantry,1,1
Sanjiao Jun,infantry,2,0
Sanjiao Jun,infantry,2,1
Motuo Hua Bubing Jun,motorized,0,0
Motuo Hua Bubing Jun,motorized,0,1
Motuo Hua Bubing Jun,motorized,1,0
Motuo Hua Bubing Jun,motorized,1,1
Motuo Hua Bubing Jun,motorized,2,0
Motuo Hua Bubing Jun,motorized,2,1
Qibing Jun,cavalry,0,0
Qibing Jun,cavalry,0,1
Qibing Jun,cavalry,1,0
Qibing Jun,cavalry,1,1
Juntuán,infantry,0,0
Juntuán,infantry,0,1
Juntuán,infantry,1,0
Juntuán,infantry,1,1
División de Infanteria,infantry,0,0
División de Infanteria,infantry,0,1
División de Infanteria,infantry,0,2
División de Infanteria,infantry,1,0
División de Infanteria,infantry,1,1
División de Infanteria,infantry,1,2
División de Infanteria,infantry,2,0
División de Infanteria,infantry,2,1
División de Infanteria,infantry,2,2
División de Caballería,cavalry,0,0
División de Caballería,cavalry,0,1
División de Caballería,cavalry,0,2
División de Caballería,cavalry,1,0
División de Caballería,cavalry,1,1
División de Caballería,cavalry,1,2
División de Caballería,cavalry,2,0
División de Caballería,cavalry,2,1
División de Caballería,cavalry,2,2
División de Infanteria,infantry,0,0
División de Infanteria,infantry,0,1
División de Infanteria,infantry,0,2
División de Infanteria,infantry,1,0
División de Infanteria,infantry,1,1
División de Infanteria,infantry,1,2
División de Infanteria,infantry,2,0
División de Infanteria,infantry,2,1
División de Infanteria,infantry,2,2
División de Caballería,cavalry,0,0
División de Caballería,cavalry,0,1
División de Caballería,cavalry,0,2
División de Caballería,cavalry,1,0
División de Caballería,cavalry,1,1
División de Caballería,cavalry,1,2
División de Caballería,cavalry,2,0
División de Caballería,cavalry,2,1
División de Caballería,cavalry,2,2
División de Infanteria,infantry,0,0
División de Infanteria,infantry,0,1
División de Infanteria,infantry,0,2
División de Infanteria,infantry,1,0
División de Infanteria,infantry,1,1
División de Infanteria,infantry,1,2
División de Infanteria,infantry,2,0
División de Infanteria,infantry,2,1
División de Infanteria,infantry,2,2
División de Caballería,cavalry,0,0
División de Caballería,cavalry,0,1
División de Caballería,cavalry,0,2
División de Caballería,cavalry,1,0
División de Caballería,cavalry,1,1
División de Caballería,cavalry,1,2
División de Caballería,cavalry,2,0
División de Caballería,cavalry,2,1
División de Caballería,cavalry,2,2
Regimiento Escolta Presidencial,infantry,0,0
Regimiento Escolta Presidencial,infantry,0,1
Regimiento Escolta Presidencial,cavalry,1,0
Regimiento Escolta Presidencial,cavalry,1,1
Regimiento de Carabineros,militia,0,0
Regimiento de Carabineros,militia,0,1
Regimiento de Carabineros,militia,1,0
Regimiento de Carabineros,militia,1,1
Regimiento de Carabineros,militia,2,0
Regimiento de Carabineros,militia,2,1
Cuerpo de Gendarmería de Prisiones,militia,0,0
Cuerpo de Gendarmería de Prisiones,militia,0,1
Cuerpo de Gendarmería de Prisiones,militia,1,0
Cuerpo de Gendarmería de Prisiones,militia,1,1
División de Infanteria,infantry,0,0
División de Infanteria,infantry,0,1
División de Infanteria,infantry,0,2
División de Infanteria,infantry,1,0
División de Infanteria,infantry,1,1
División de Infanteria,infantry,1,2
División de Infanteria,infantry,2,0
División de Infanteria,infantry,2,1
División de Infanteria,infantry,2,2
División de Caballería,cavalry,0,0
División de Caballería,cavalry,0,1
División de Caballería,cavalry,0,2
División de Caballería,cavalry,1,0
División de Caballería,cavalry,1,1
División de Caballería,cavalry,1,2
División de Caballería,cavalry,2,0
División de Caballería,cavalry,2,1
División de Caballería,cavalry,2,2
Regimiento Escolta Presidencial,infantry,0,0
Regimiento Escolta Presidencial,infantry,0,1
Regimiento Escolta Presidencial,cavalry,1,0
Regimiento Escolta Presidencial,cavalry,1,1
Regimiento de Carabineros,militia,0,0
Regimiento de Carabineros,militia,0,1
Regimiento de Carabineros,militia,1,0
Regimiento de Carabineros,militia,1,1
Regimiento de Carabineros,militia,2,0
Regimiento de Carabineros,militia,2,1
Cuerpo de Gendarmería de Prisiones,militia,0,0
Cuerpo de Gendarmería de Prisiones,militia,0,1
Cuerpo de Gendarmería de Prisiones,militia,1,0
Cuerpo de Gendarmería de Prisiones,militia,1,1
Force Publique,infantry,0,0
Force Publique,infantry,0,1
Force Publique,infantry,1,0
Force Publique,infantry,1,1
Troupes du Katanga,infantry,0,0
Troupes du Katanga,infantry,0,1
Troupes du Katanga,infantry,1,0
Troupes du Katanga,infantry,1,1
Troupes du Katanga,infantry,2,0
Troupes du Katanga,infantry,2,1
Force Publique,infantry,0,0
Force Publique,infantry,0,1
Force Publique,infantry,0,2
Force Publique,infantry,1,0
Force Publique,infantry,1,1
Force Publique,infantry,1,2
Troupes du Katanga,infantry,0,0
Troupes du Katanga,infantry,0,1
Troupes du Katanga,infantry,0,2
Troupes du Katanga,infantry,1,0
Troupes du Katanga,infantry,1,1
Troupes du Katanga,infantry,1,2
Troupes du Katanga,infantry,2,0
Troupes du Katanga,infantry,2,1
Troupes du Katanga,infantry,2,2
Compagnie d'Artillerie et de Génie,infantry,0,0
Compagnie d'Artillerie et de Génie,infantry,0,1
Brigada del Ejército,infantry,0,0
Brigada del Ejército,infantry,0,1
Brigada del Ejército,infantry,0,2
Brigada del Ejército,cavalry,1,0
Brigada del Ejército,infantry,0,0
Brigada del Ejército,infantry,0,1
Brigada del Ejército,infantry,0,2
Brigada del Ejército,cavalry,1,0
División de Infantería,infantry,0,0
División de Infantería,infantry,0,1
División de Infantería,infantry,0,2
División de Infantería,infantry,1,0
División de Infantería,infantry,1,1
División de Infantería,infantry,1,2
División de Infantería,infantry,0,0
División de Infantería,infantry,0,1
División de Infantería,infantry,0,2
División de Infantería,infantry,1,0
División de Infantería,infantry,1,1
División de Infantería,infantry,1,2
Cavalry Division,cavalry,0,0
Cavalry Division,cavalry,0,1
Cavalry Division,cavalry,0,2
Cavalry Division,cavalry,1,0
Cavalry Division,cavalry,1,1
Cavalry Division,cavalry,1,2
Infantry Division,infantry,0,0
Infantry Division,infantry,0,1
Infantry Division,infantry,0,2
Infantry Division,infantry,0,3
Infantry Division,infantry,1,0
