country_tag,technology_key,effective_date,source_file,dlc_source
AFA,construction2,1939-01-01,AFA - Afar.txt,
AFA,dispersed_industry,1939-01-01,AFA - Afar.txt,
AFA,dispersed_industry2,1939-01-01,AFA - Afar.txt,
AFG,infantry_weapons,1936-01-01,AFG - Afghanistan.txt,
AFG,gwtank,1936-01-01,AFG - Afghanistan.txt,No Step Back
AFG,basic_light_tank,1936-01-01,AFG - Afghanistan.txt,No Step Back
AFG,gwtank_chassis,1936-01-01,AFG - Afghanistan.txt,No Step Back
AFG,gw_artillery,1936-01-01,AFG - Afghanistan.txt,
AFG,early_fighter,1939-01-01,AFG - Afghanistan.txt,By Blood Alone
AFG,CAS1,1939-01-01,AFG - Afghanistan.txt,By Blood Alone
AFG,gw_artillery,1939-01-01,AFG - Afghanistan.txt,
AFG,electronic_mechanical_engineering,1939-01-01,AFG - Afghanistan.txt,
AFG,radio,1939-01-01,AFG - Afghanistan.txt,
AFG,mechanical_computing,1939-01-01,AFG - Afghanistan.txt,
AFG,basic_machine_tools,1939-01-01,AFG - Afghanistan.txt,
AFG,improved_machine_tools,1939-01-01,AFG - Afghanistan.txt,
AFG,advanced_machine_tools,1939-01-01,AFG - Afghanistan.txt,
AFG,fuel_silos,1939-01-01,AFG - Afghanistan.txt,
AFG,construction1,1939-01-01,AFG - Afghanistan.txt,
AFG,construction2,1939-01-01,AFG - Afghanistan.txt,
AFG,dispersed_industry,1939-01-01,AFG - Afghanistan.txt,
AFG,dispersed_industry2,1939-01-01,AFG - Afghanistan.txt,
ALB,infantry_weapons,1936-01-01,ALB - Albania.txt,
ALB,tech_trucks,1936-01-01,ALB - Albania.txt,
ALB,tech_support,1936-01-01,ALB - Albania.txt,
ALB,tech_recon,1936-01-01,ALB - Albania.txt,
ALG,infantry_weapons,1936-01-01,ALG - Algeria.txt,
ALG,tech_support,1939-01-01,ALG - Algeria.txt,
ALG,tech_recon,1939-01-01,ALG - Algeria.txt,
ALG,support_weapons,1939-01-01,ALG - Algeria.txt,
ALG,gw_artillery,1939-01-01,ALG - Algeria.txt,
ALG,electronic_mechanical_engineering,1939-01-01,ALG - Algeria.txt,
ALG,radio,1939-01-01,ALG - Algeria.txt,
ALG,mechanical_computing,1939-01-01,ALG - Algeria.txt,
ALG,computing_machine,1939-01-01,ALG - Algeria.txt,
ALG,basic_machine_tools,1939-01-01,ALG - Algeria.txt,
ALG,improved_machine_tools,1939-01-01,ALG - Algeria.txt,
ALG,advanced_machine_tools,1939-01-01,ALG - Algeria.txt,
ALG,construction1,1939-01-01,ALG - Algeria.txt,
ALG,construction2,1939-01-01,ALG - Algeria.txt,
ALG,dispersed_industry,1939-01-01,ALG - Algeria.txt,
ALG,dispersed_industry2,1939-01-01,ALG - Algeria.txt,
ALT,infantry_weapons,1936-01-01,ALT - Altai Republic.txt,
ALT,infantry_weapons1,1936-01-01,ALT - Altai Republic.txt,
ALT,tech_recon,1936-01-01,ALT - Altai Republic.txt,
ALT,tech_support,1936-01-01,ALT - Altai Republic.txt,
ALT,tech_engineers,1936-01-01,ALT - Altai Republic.txt,
ALT,tech_military_police,1936-01-01,ALT - Altai Republic.txt,
ALT,tech_mountaineers,1936-01-01,ALT - Altai Republic.txt,
ALT,motorised_infantry,1936-01-01,ALT - Altai Republic.txt,
ALT,paratroopers,1936-01-01,ALT - Altai Republic.txt,
ALT,gw_artillery,1936-01-01,ALT - Altai Republic.txt,
ALT,early_fighter,1936-01-01,ALT - Altai Republic.txt,By Blood Alone
ALT,fighter1,1936-01-01,ALT - Altai Republic.txt,By Blood Alone
ALT,early_bomber,1936-01-01,ALT - Altai Republic.txt,By Blood Alone
ALT,strategic_bomber1,1936-01-01,ALT - Altai Republic.txt,By Blood Alone
ALT,naval_bomber1,1936-01-01,ALT - Altai Republic.txt,By Blood Alone
ALT,gwtank,1936-01-01,ALT - Altai Republic.txt,No Step Back
ALT,basic_light_tank,1936-01-01,ALT - Altai Republic.txt,No Step Back
ALT,gwtank_chassis,1936-01-01,ALT - Altai Republic.txt,No Step Back
ALT,basic_light_tank_chassis,1936-01-01,ALT - Altai Republic.txt,No Step Back
ALT,early_submarine,1936-01-01,ALT - Altai Republic.txt,Man the Guns
ALT,basic_submarine,1936-01-01,ALT - Altai Republic.txt,Man the Guns
ALT,early_destroyer,1936-01-01,ALT - Altai Republic.txt,Man the Guns
ALT,early_light_cruiser,1936-01-01,ALT - Altai Republic.txt,Man the Guns
ALT,early_heavy_cruiser,1936-01-01,ALT - Altai Republic.txt,Man the Guns
ALT,early_battleship,1936-01-01,ALT - Altai Republic.txt,Man the Guns
ALT,early_battlecruiser,1936-01-01,ALT - Altai Republic.txt,Man the Guns
ALT,transport,1936-01-01,ALT - Altai Republic.txt,Man the Guns
ALT,early_ship_hull_submarine,1936-01-01,ALT - Altai Republic.txt,Man the Guns
ALT,basic_ship_hull_submarine,1936-01-01,ALT - Altai Republic.txt,Man the Guns
ALT,early_ship_hull_light,1936-01-01,ALT - Altai Republic.txt,Man the Guns
ALT,early_ship_hull_cruiser,1936-01-01,ALT - Altai Republic.txt,Man the Guns
ALT,early_ship_hull_heavy,1936-01-01,ALT - Altai Republic.txt,Man the Guns
ALT,mtg_transport,1936-01-01,ALT - Altai Republic.txt,Man the Guns
ALT,basic_battery,1936-01-01,ALT - Altai Republic.txt,Man the Guns
ALT,basic_torpedo,1936-01-01,ALT - Altai Republic.txt,Man the Guns
ANG,infantry_weapons,1936-01-01,ANG - Angola.txt,
ANG,tech_mountaineers,1936-01-01,ANG - Angola.txt,
ANG,electronic_mechanical_engineering,1939-01-01,ANG - Angola.txt,
ANG,radio,1939-01-01,ANG - Angola.txt,
ANG,mechanical_computing,1939-01-01,ANG - Angola.txt,
ANG,basic_machine_tools,1939-01-01,ANG - Angola.txt,
ANG,improved_machine_tools,1939-01-01,ANG - Angola.txt,
ANG,advanced_machine_tools,1939-01-01,ANG - Angola.txt,
ANG,construction1,1939-01-01,ANG - Angola.txt,
ANG,construction2,1939-01-01,ANG - Angola.txt,
ANG,dispersed_industry,1939-01-01,ANG - Angola.txt,
ANG,dispersed_industry2,1939-01-01,ANG - Angola.txt,
ANU,infantry_weapons,1936-01-01,ANU - Ainu.txt,
ANU,tech_support,1939-01-01,ANU - Ainu.txt,
ANU,tech_recon,1939-01-01,ANU - Ainu.txt,
ANU,support_weapons,1939-01-01,ANU - Ainu.txt,
ANU,gw_artillery,1939-01-01,ANU - Ainu.txt,
ANU,electronic_mechanical_engineering,1939-01-01,ANU - Ainu.txt,
ANU,radio,1939-01-01,ANU - Ainu.txt,
ANU,mechanical_computing,1939-01-01,ANU - Ainu.txt,
ANU,computing_machine,1939-01-01,ANU - Ainu.txt,
ANU,basic_machine_tools,1939-01-01,ANU - Ainu.txt,
ANU,improved_machine_tools,1939-01-01,ANU - Ainu.txt,
ANU,advanced_machine_tools,1939-01-01,ANU - Ainu.txt,
ANU,construction1,1939-01-01,ANU - Ainu.txt,
ANU,construction2,1939-01-01,ANU - Ainu.txt,
ANU,dispersed_industry,1939-01-01,ANU - Ainu.txt,
ANU,dispersed_industry2,1939-01-01,ANU - Ainu.txt,
AOI,infantry_weapons,1936-01-01,AOI - Italian East Africa.txt,
AOI,infantry_weapons1,1936-01-01,AOI - Italian East Africa.txt,
AOI,tech_support,1936-01-01,AOI - Italian East Africa.txt,
AOI,tech_engineers,1936-01-01,AOI - Italian East Africa.txt,
AOI,tech_mountaineers,1936-01-01,AOI - Italian East Africa.txt,
AOI,tech_trucks,1936-01-01,AOI - Italian East Africa.txt,
AOI,motorised_infantry,1936-01-01,AOI - Italian East Africa.txt,
AOI,gw_artillery,1936-01-01,AOI - Italian East Africa.txt,
AOI,interwar_antiair,1936-01-01,AOI - Italian East Africa.txt,
AOI,early_fighter,1936-01-01,AOI - Italian East Africa.txt,
AOI,early_bomber,1936-01-01,AOI - Italian East Africa.txt,
AOI,naval_bomber1,1936-01-01,AOI - Italian East Africa.txt,
AOI,CAS1,1936-01-01,AOI - Italian East Africa.txt,
AOI,fuel_silos,1936-01-01,AOI - Italian East Africa.txt,
AOI,fuel_refining,1936-01-01,AOI - Italian East Africa.txt,
AOI,basic_train,1936-01-01,AOI - Italian East Africa.txt,
AOI,armored_car1,1936-01-01,AOI - Italian East Africa.txt,
AOI,gwtank,1936-01-01,AOI - Italian East Africa.txt,No Step Back
AOI,basic_light_tank,1936-01-01,AOI - Italian East Africa.txt,No Step Back
AOI,gwtank_chassis,1936-01-01,AOI - Italian East Africa.txt,No Step Back
AOI,basic_light_tank_chassis,1936-01-01,AOI - Italian East Africa.txt,No Step Back
AOI,camelry,1936-01-01,AOI - Italian East Africa.txt,Battle for the Bosporus
AOI,early_submarine,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,early_destroyer,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,early_light_cruiser,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,early_heavy_cruiser,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,early_battleship,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,basic_battleship,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,early_battlecruiser,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,transport,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,basic_naval_mines,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,submarine_mine_laying,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,basic_depth_charges,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,basic_torpedo,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,basic_battery,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,basic_cruiser_armor_scheme,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,basic_heavy_battery,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,basic_light_battery,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,basic_heavy_armor_scheme,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,early_ship_hull_submarine,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,basic_ship_hull_submarine,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,early_ship_hull_light,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,basic_ship_hull_light,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,early_ship_hull_cruiser,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,basic_ship_hull_cruiser,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,early_ship_hull_heavy,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,basic_ship_hull_heavy,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,mtg_transport,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
AOI,coastal_defense_ships,1936-01-01,AOI - Italian East Africa.txt,Man the Guns
ARG,iw_small_airframe,1936-01-01,ARG - Argentina.txt,
ARG,aa_lmg,1936-01-01,ARG - Argentina.txt,
ARG,engines_1,1936-01-01,ARG - Argentina.txt,
ARG,early_bombs,1936-01-01,ARG - Argentina.txt,
ARG,early_fighter,1936-01-01,ARG - Argentina.txt,
ARG,CAS1,1936-01-01,ARG - Argentina.txt,
ARG,infantry_weapons,1936-01-01,ARG - Argentina.txt,
ARG,tech_mountaineers,1936-01-01,ARG - Argentina.txt,
ARG,tech_trucks,1936-01-01,ARG - Argentina.txt,
ARG,motorised_infantry,1936-01-01,ARG - Argentina.txt,
ARG,gw_artillery,1936-01-01,ARG - Argentina.txt,
ARG,interwar_antiair,1936-01-01,ARG - Argentina.txt,
ARG,basic_train,1936-01-01,ARG - Argentina.txt,
ARG,early_submarine,1936-01-01,ARG - Argentina.txt,
ARG,early_destroyer,1936-01-01,ARG - Argentina.txt,
ARG,early_light_cruiser,1936-01-01,ARG - Argentina.txt,
ARG,early_heavy_cruiser,1936-01-01,ARG - Argentina.txt,
ARG,early_battleship,1936-01-01,ARG - Argentina.txt,
ARG,transport,1936-01-01,ARG - Argentina.txt,
ARG,basic_naval_mines,1936-01-01,ARG - Argentina.txt,
ARG,early_ship_hull_light,1936-01-01,ARG - Argentina.txt,
ARG,basic_ship_hull_light,1936-01-01,ARG - Argentina.txt,
ARG,early_ship_hull_submarine,1936-01-01,ARG - Argentina.txt,
ARG,basic_ship_hull_submarine,1936-01-01,ARG - Argentina.txt,
ARG,early_ship_hull_cruiser,1936-01-01,ARG - Argentina.txt,
ARG,early_ship_hull_heavy,1936-01-01,ARG - Argentina.txt,
ARG,basic_battery,1936-01-01,ARG - Argentina.txt,
ARG,basic_cruiser_armor_scheme,1936-01-01,ARG - Argentina.txt,
ARG,basic_torpedo,1936-01-01,ARG - Argentina.txt,
ARG,basic_depth_charges,1936-01-01,ARG - Argentina.txt,
ARG,coastal_defense_ships,1936-01-01,ARG - Argentina.txt,
ARG,mtg_transport,1936-01-01,ARG - Argentina.txt,
ARG,iw_medium_airframe,1939-01-01,ARG - Argentina.txt,
ARG,bba_early_transport_plane,1939-01-01,ARG - Argentina.txt,
ARG,early_bomber,1939-01-01,ARG - Argentina.txt,
ARG,naval_bomber1,1939-01-01,ARG - Argentina.txt,
ARG,early_transport_plane,1939-01-01,ARG - Argentina.txt,
ARG,interwar_artillery,1939-01-01,ARG - Argentina.txt,
ARG,infantry_weapons1,1939-01-01,ARG - Argentina.txt,
ARG,infantry_weapons2,1939-01-01,ARG - Argentina.txt,
ARG,support_weapons,1939-01-01,ARG - Argentina.txt,
ARG,tech_support,1939-01-01,ARG - Argentina.txt,
ARG,tech_engineers,1939-01-01,ARG - Argentina.txt,
ARG,electronic_mechanical_engineering,1939-01-01,ARG - Argentina.txt,
ARG,radio,1939-01-01,ARG - Argentina.txt,
ARG,mechanical_computing,1939-01-01,ARG - Argentina.txt,
ARG,computing_machine,1939-01-01,ARG - Argentina.txt,
ARG,basic_machine_tools,1939-01-01,ARG - Argentina.txt,
ARG,improved_machine_tools,1939-01-01,ARG - Argentina.txt,
ARG,advanced_machine_tools,1939-01-01,ARG - Argentina.txt,
ARG,synth_oil_experiments,1939-01-01,ARG - Argentina.txt,
ARG,fuel_silos,1939-01-01,ARG - Argentina.txt,
ARG,oil_processing,1939-01-01,ARG - Argentina.txt,
ARG,improved_oil_processing,1939-01-01,ARG - Argentina.txt,
ARG,construction1,1939-01-01,ARG - Argentina.txt,
ARG,construction2,1939-01-01,ARG - Argentina.txt,
ARG,dispersed_industry,1939-01-01,ARG - Argentina.txt,
ARG,dispersed_industry2,1939-01-01,ARG - Argentina.txt,
ARG,basic_destroyer,1939-01-01,ARG - Argentina.txt,
ARG,basic_light_cruiser,1939-01-01,ARG - Argentina.txt,
ARG,basic_light_battery,1939-01-01,ARG - Argentina.txt,
ARM,infantry_weapons,1936-01-01,ARM - Armenia.txt,
ARM,infantry_weapons1,1936-01-01,ARM - Armenia.txt,
ARM,tech_recon,1936-01-01,ARM - Armenia.txt,
ARM,tech_support,1936-01-01,ARM - Armenia.txt,
ARM,tech_engineers,1936-01-01,ARM - Armenia.txt,
ARM,tech_military_police,1936-01-01,ARM - Armenia.txt,
ARM,tech_mountaineers,1936-01-01,ARM - Armenia.txt,
ARM,motorised_infantry,1936-01-01,ARM - Armenia.txt,
ARM,paratroopers,1936-01-01,ARM - Armenia.txt,
ARM,gw_artillery,1936-01-01,ARM - Armenia.txt,
ARM,early_fighter,1936-01-01,ARM - Armenia.txt,By Blood Alone
ARM,fighter1,1936-01-01,ARM - Armenia.txt,By Blood Alone
ARM,early_bomber,1936-01-01,ARM - Armenia.txt,By Blood Alone
ARM,strategic_bomber1,1936-01-01,ARM - Armenia.txt,By Blood Alone
ARM,naval_bomber1,1936-01-01,ARM - Armenia.txt,By Blood Alone
ARM,gwtank,1936-01-01,ARM - Armenia.txt,No Step Back
ARM,basic_light_tank,1936-01-01,ARM - Armenia.txt,No Step Back
ARM,gwtank_chassis,1936-01-01,ARM - Armenia.txt,No Step Back
ARM,basic_light_tank_chassis,1936-01-01,ARM - Armenia.txt,No Step Back
ARM,early_submarine,1936-01-01,ARM - Armenia.txt,Man the Guns
ARM,basic_submarine,1936-01-01,ARM - Armenia.txt,Man the Guns
ARM,early_destroyer,1936-01-01,ARM - Armenia.txt,Man the Guns
ARM,early_light_cruiser,1936-01-01,ARM - Armenia.txt,Man the Guns
ARM,early_heavy_cruiser,1936-01-01,ARM - Armenia.txt,Man the Guns
ARM,early_battleship,1936-01-01,ARM - Armenia.txt,Man the Guns
ARM,early_battlecruiser,1936-01-01,ARM - Armenia.txt,Man the Guns
ARM,transport,1936-01-01,ARM - Armenia.txt,Man the Guns
ARM,early_ship_hull_submarine,1936-01-01,ARM - Armenia.txt,Man the Guns
ARM,basic_ship_hull_submarine,1936-01-01,ARM - Armenia.txt,Man the Guns
ARM,early_ship_hull_light,1936-01-01,ARM - Armenia.txt,Man the Guns
ARM,early_ship_hull_cruiser,1936-01-01,ARM - Armenia.txt,Man the Guns
ARM,early_ship_hull_heavy,1936-01-01,ARM - Armenia.txt,Man the Guns
ARM,mtg_transport,1936-01-01,ARM - Armenia.txt,Man the Guns
ARM,basic_battery,1936-01-01,ARM - Armenia.txt,Man the Guns
ARM,basic_torpedo,1936-01-01,ARM - Armenia.txt,Man the Guns
AST,infantry_weapons,1936-01-01,AST - Australia.txt,
AST,infantry_weapons1,1936-01-01,AST - Australia.txt,
AST,tech_support,1936-01-01,AST - Australia.txt,
AST,tech_engineers,1936-01-01,AST - Australia.txt,
AST,tech_recon,1936-01-01,AST - Australia.txt,
AST,tech_trucks,1936-01-01,AST - Australia.txt,
AST,gw_artillery,1936-01-01,AST - Australia.txt,
AST,interwar_antiair,1936-01-01,AST - Australia.txt,
AST,basic_train,1936-01-01,AST - Australia.txt,
AST,fuel_silos,1936-01-01,AST - Australia.txt,
AST,gwtank,1936-01-01,AST - Australia.txt,No Step Back
AST,gwtank_chassis,1936-01-01,AST - Australia.txt,No Step Back
AST,early_destroyer,1936-01-01,AST - Australia.txt,Man the Guns
AST,early_light_cruiser,1936-01-01,AST - Australia.txt,Man the Guns
AST,early_heavy_cruiser,1936-01-01,AST - Australia.txt,Man the Guns
AST,early_submarine,1936-01-01,AST - Australia.txt,Man the Guns
AST,transport,1936-01-01,AST - Australia.txt,Man the Guns
AST,basic_naval_mines,1936-01-01,AST - Australia.txt,Man the Guns
AST,submarine_mine_laying,1936-01-01,AST - Australia.txt,Man the Guns
AST,early_ship_hull_light,1936-01-01,AST - Australia.txt,Man the Guns
AST,early_ship_hull_cruiser,1936-01-01,AST - Australia.txt,Man the Guns
AST,basic_ship_hull_cruiser,1936-01-01,AST - Australia.txt,Man the Guns
AST,early_ship_hull_submarine,1936-01-01,AST - Australia.txt,Man the Guns
AST,basic_battery,1936-01-01,AST - Australia.txt,Man the Guns
AST,basic_torpedo,1936-01-01,AST - Australia.txt,Man the Guns
AST,basic_depth_charges,1936-01-01,AST - Australia.txt,Man the Guns
AST,basic_cruiser_armor_scheme,1936-01-01,AST - Australia.txt,Man the Guns
AST,mtg_transport,1936-01-01,AST - Australia.txt,Man the Guns
AST,bba_early_transport_plane,1936-01-01,AST - Australia.txt,By Blood Alone
AST,early_fighter,1936-01-01,AST - Australia.txt,By Blood Alone
AST,cv_early_fighter,1936-01-01,AST - Australia.txt,By Blood Alone
AST,cv_naval_bomber1,1936-01-01,AST - Australia.txt,By Blood Alone
AST,naval_bomber1,1936-01-01,AST - Australia.txt,By Blood Alone
AST,early_bomber,1936-01-01,AST - Australia.txt,By Blood Alone
AST,CAS1,1936-01-01,AST - Australia.txt,By Blood Alone
AST,early_transport_plane,1936-01-01,AST - Australia.txt,By Blood Alone
AST,fighter1,1939-01-01,AST - Australia.txt,By Blood Alone
AST,tactical_bomber1,1939-01-01,AST - Australia.txt,By Blood Alone
AST,interwar_artillery,1939-01-01,AST - Australia.txt,
AST,interwar_antitank,1939-01-01,AST - Australia.txt,
AST,infantry_weapons2,1939-01-01,AST - Australia.txt,
AST,support_weapons,1939-01-01,AST - Australia.txt,
AST,support_weapons2,1939-01-01,AST - Australia.txt,
AST,electronic_mechanical_engineering,1939-01-01,AST - Australia.txt,
AST,radio,1939-01-01,AST - Australia.txt,
AST,mechanical_computing,1939-01-01,AST - Australia.txt,
AST,computing_machine,1939-01-01,AST - Australia.txt,
AST,basic_machine_tools,1939-01-01,AST - Australia.txt,
AST,improved_machine_tools,1939-01-01,AST - Australia.txt,
AST,advanced_machine_tools,1939-01-01,AST - Australia.txt,
AST,fuel_refining,1939-01-01,AST - Australia.txt,
AST,construction1,1939-01-01,AST - Australia.txt,
AST,construction2,1939-01-01,AST - Australia.txt,
AST,dispersed_industry,1939-01-01,AST - Australia.txt,
AST,dispersed_industry2,1939-01-01,AST - Australia.txt,
AST,basic_light_tank,1939-01-01,AST - Australia.txt,No Step Back
AST,improved_light_tank,1939-01-01,AST - Australia.txt,No Step Back
AST,basic_medium_tank,1939-01-01,AST - Australia.txt,No Step Back
AST,basic_heavy_tank,1939-01-01,AST - Australia.txt,No Step Back
AST,basic_light_tank_chassis,1939-01-01,AST - Australia.txt,No Step Back
AST,improved_light_tank_chassis,1939-01-01,AST - Australia.txt,No Step Back
AST,basic_medium_tank_chassis,1939-01-01,AST - Australia.txt,No Step Back
AST,basic_heavy_tank_chassis,1939-01-01,AST - Australia.txt,No Step Back
AST,basic_destroyer,1939-01-01,AST - Australia.txt,Man the Guns
AST,basic_ship_hull_light,1939-01-01,AST - Australia.txt,Man the Guns
AST,basic_light_battery,1939-01-01,AST - Australia.txt,Man the Guns
AST,sonar,1939-01-01,AST - Australia.txt,Man the Guns
AST,improved_sonar,1939-01-01,AST - Australia.txt,Man the Guns
AST,improved_depth_charges,1939-01-01,AST - Australia.txt,Man the Guns
ASY,infantry_weapons,1936-01-01,ASY - Assyria.txt,
ASY,infantry_weapons1,1936-01-01,ASY - Assyria.txt,
ASY,tech_mountaineers,1936-01-01,ASY - Assyria.txt,
ASY,tech_trucks,1936-01-01,ASY - Assyria.txt,
ASY,gw_artillery,1936-01-01,ASY - Assyria.txt,
ASY,fuel_silos,1936-01-01,ASY - Assyria.txt,
ASY,camelry,1936-01-01,ASY - Assyria.txt,Battle for the Bosporus
ASY,tech_support,1939-01-01,ASY - Assyria.txt,
ASY,tech_recon,1939-01-01,ASY - Assyria.txt,
ASY,infantry_weapons2,1939-01-01,ASY - Assyria.txt,
ASY,support_weapons,1939-01-01,ASY - Assyria.txt,
ASY,gw_artillery,1939-01-01,ASY - Assyria.txt,
ASY,electronic_mechanical_engineering,1939-01-01,ASY - Assyria.txt,
ASY,radio,1939-01-01,ASY - Assyria.txt,
