template_name,location_province_id,start_experience_factor,source_file
,,,BEL_WW_1936_lar.txt
,,,BEL_WW_1936_lar.txt
,,,BEL_WW_1936_lar_ncns.txt
,,,BEL_WW_1936_lar_ncns.txt
,,,BEL_WW_1936_lar_ncns.txt
,,,BEL_WW_1936_lar_ncns.txt
,,,BEL_WW_1936_lar_ncns.txt
,,,BEL_WW_1936_lar_ncns.txt
,,,BEL_WW_1936_lar_ncns.txt
,,,BEL_WW_1936_lar_ncns.txt
,,,BEL_WW_1936_lar_ncns.txt
,,,BEL_WW_1936_lar_ncns.txt
,,,BEL_WW_1936_lar_ncns.txt
,,,BEL_WW_1936_lar_ncns.txt
,,,BEL_WW_1936_lar_ncns.txt
,,,BEL_WW_1936_ncns.txt
,,,BEL_WW_1936_ncns.txt
,,,BEL_WW_1936_ncns.txt
,,,BEL_WW_1936_ncns.txt
,,,BEL_WW_1936_ncns.txt
,,,BEL_WW_1936_ncns.txt
,,,BEL_WW_1936_ncns.txt
,,,BEL_WW_1936_ncns.txt
,,,BEL_WW_1936_ncns.txt
,,,BEL_WW_1936_ncns.txt
,,,BEL_WW_1936_ncns.txt
,,,BEL_WW_1936_ncns.txt
,,,BEL_WW_1936_ncns.txt
,,,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
Cavalerie Motorisée,6537,0.3,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
,,,BEL_WW_1939.txt
,,,BOL_1936.txt
,,,BOL_1936.txt
,,,BOL_1936.txt
,,,BOL_1936.txt
División de Caballería,5230,0.1,BOL_1936.txt
,,,BOL_1939.txt
,,,BOL_1939.txt
,,,BOL_1939.txt
,,,BOL_1939.txt
División de Caballería,5230,0.1,BOL_1939.txt
,,,BRA_1936.txt
,,,BRA_1936.txt
,,,BRA_1936.txt
,,,BRA_1936.txt
,,,BRA_1936.txt
,,,BRA_1936.txt
,,,BRA_1936.txt
,,,BRA_1936.txt
,,,BRA_1939.txt
,,,BRA_1939.txt
,,,BRA_1939.txt
,,,BRA_1939.txt
,,,BRA_1939.txt
,,,BRA_1939.txt
,,,BRA_1939.txt
,,,BRM_1936.txt
,,,BRM_1936.txt
,,,BRM_1939.txt
,,,BRM_1939.txt
,,,BRM_1939.txt
,,,BRM_1939.txt
,,,BUL_1936.txt
,,,BUL_1936.txt
,,,BUL_1936.txt
,,,BUL_1936.txt
,,,BUL_1936.txt
,,,BUL_1936.txt
,,,BUL_1936.txt
,,,BUL_1936.txt
,,,BUL_1936.txt
,,,BUL_1936.txt
,,,BUL_1936.txt
,,,BUL_1936.txt
,,,BUL_1939.txt
,,,BUL_1939.txt
Tankov Polk,949,0.2,BUL_1939.txt
,,,BUL_1939.txt
,,,BUL_1939.txt
,,,BUL_1939.txt
,,,BUL_1939.txt
,,,BUL_1939.txt
,,,BUL_1939.txt
,,,BUL_1939.txt
,,,BUL_1939.txt
,,,BUL_1939.txt
,,,BUL_1939.txt
,,,BUL_1939_nsb.txt
,,,BUL_1939_nsb.txt
Tankov Polk,949,0.2,BUL_1939_nsb.txt
,,,BUL_1939_nsb.txt
,,,BUL_1939_nsb.txt
,,,BUL_1939_nsb.txt
,,,BUL_1939_nsb.txt
,,,BUL_1939_nsb.txt
,,,BUL_1939_nsb.txt
,,,BUL_1939_nsb.txt
,,,BUL_1939_nsb.txt
,,,BUL_1939_nsb.txt
,,,BUL_1939_nsb.txt
Azad Hind Infantry Corps,11260,,CA1.txt
Azad Hind Infantry Corps,11260,,CA1.txt
Azad Hind Infantry Corps,11260,,CA1.txt
Azad Hind Infantry Corps,279,,CA2.txt
Azad Hind Infantry Corps,279,,CA2.txt
Azad Hind Infantry Corps,279,,CA2.txt
,,,CAN_1936.txt
,,,CAN_1936.txt
,,,CAN_1936.txt
,,,CAN_1936.txt
,,,CAN_1936.txt
,,,CAN_1936.txt
,,,CAN_1936.txt
,,,CAN_1936.txt
,,,CAN_1936.txt
,,,CAN_1936.txt
,,,CAN_1936.txt
,,,CAN_1936.txt
,,,CAN_1936.txt
,,,CAN_1936_nsb.txt
,,,CAN_1936_nsb.txt
,,,CAN_1936_nsb.txt
,,,CAN_1936_nsb.txt
,,,CAN_1936_nsb.txt
,,,CAN_1936_nsb.txt
,,,CAN_1936_nsb.txt
,,,CAN_1936_nsb.txt
,,,CAN_1936_nsb.txt
,,,CAN_1936_nsb.txt
,,,CAN_1936_nsb.txt
,,,CAN_1936_nsb.txt
,,,CAN_1936_nsb.txt
,,,CAN_1939.txt
,,,CAN_1939.txt
,,,CAN_1939.txt
,,,CAN_1939.txt
,,,CAN_1939.txt
,,,CAN_1939.txt
,,,CAN_1939.txt
,,,CAN_1939.txt
,,,CAN_1939.txt
,,,CAN_1939.txt
,,,CAN_1939.txt
,,,CAN_1939.txt
,,,CAN_1939.txt
,,,CAN_1939.txt
Sanjiao Jun,9843,0.2,CHI_1936.txt
Sanjiao Jun,10068,0.2,CHI_1936.txt
Sanjiao Jun,11761,0.2,CHI_1936.txt
Sanjiao Jun,4140,0.2,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
Juntuán,8072,0.1,CHI_1936.txt
Sanjiao Jun,10144,0.1,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
Juntuán,9974,0.1,CHI_1936.txt
Juntuán,4169,0.1,CHI_1936.txt
Juntuán,4196,0.1,CHI_1936.txt
Juntuán,7014,0.1,CHI_1936.txt
Juntuán,7014,0.1,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
Juntuán,4925,0.1,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
Juntuán,10076,0.1,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
Juntuán,4619,0.1,CHI_1936.txt
Juntuán,1036,0.1,CHI_1936.txt
Juntuán,7637,0.1,CHI_1936.txt
,,,CHI_1936.txt
Juntuán,11913,0.1,CHI_1936.txt
,,,CHI_1936.txt
Juntuán,11913,0.1,CHI_1936.txt
Juntuán,11913,0.1,CHI_1936.txt
Juntuán,11913,0.1,CHI_1936.txt
Juntuán,11913,0.1,CHI_1936.txt
,,,CHI_1936.txt
Juntuán,10000,0.1,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1936_sea.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
Juntuán,10446,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
Sanjiao Jun,1166,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
Juntuán,12789,,CHI_1939.txt
Juntuán,10346,,CHI_1939.txt
Juntuán,10346,,CHI_1939.txt
Juntuán,10404,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
Juntuán,12846,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
Juntuán,10446,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
Sanjiao Jun,1166,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
Juntuán,12789,,CHI_1939_sea.txt
Juntuán,10346,,CHI_1939_sea.txt
Juntuán,10346,,CHI_1939_sea.txt
Juntuán,10404,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
Juntuán,12846,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_1939_sea.txt
,,,CHI_united_front.txt
,,,CHI_united_front.txt
,,,CHI_united_front.txt
,,,CHI_united_front.txt
,,,CHI_united_front.txt
,,,CHI_united_front.txt
,,,CHI_united_front.txt
,,,CHL_1936.txt
,,,CHL_1936.txt
,,,CHL_1936.txt
División de Caballería,8194,0.1,CHL_1936.txt
,,,CHL_1939.txt
,,,CHL_1939.txt
,,,CHL_1939.txt
División de Caballería,8194,0.1,CHL_1939.txt
,,,CHL_TOA_1936.txt
,,,CHL_TOA_1936.txt
,,,CHL_TOA_1936.txt
División de Caballería,8194,0.1,CHL_TOA_1936.txt
Regimiento Escolta Presidencial,650,0.1,CHL_TOA_1936.txt
Regimiento de Carabineros,5131,0.1,CHL_TOA_1936.txt
Cuerpo de Gendarmería de Prisiones,5169,0.1,CHL_TOA_1936.txt
,,,CHL_TOA_1939.txt
,,,CHL_TOA_1939.txt
,,,CHL_TOA_1939.txt
División de Caballería,8194,0.1,CHL_TOA_1939.txt
Regimiento Escolta Presidencial,650,0.1,CHL_TOA_1939.txt
Regimiento de Carabineros,5131,0.1,CHL_TOA_1939.txt
Cuerpo de Gendarmería de Prisiones,5169,0.1,CHL_TOA_1939.txt
Force Publique,1950,0.1,COG_1936.txt
Troupes du Katanga,191,0.1,COG_1936.txt
Force Publique,1950,0.1,COG_1939.txt
Force Publique,5117,0.1,COG_1939.txt
Troupes du Katanga,191,0.1,COG_1939.txt
Compagnie d'Artillerie et de Génie,10968,0.1,COG_1939.txt
,,,COL_1936.txt
,,,COL_1936.txt
,,,COL_1936.txt
,,,COL_1936.txt
,,,COL_1936.txt
,,,COL_1936.txt
Brigada del Ejército,12790,0.1,COL_1939.txt
Brigada del Ejército,8056,0.1,COL_1939.txt
Brigada del Ejército,2007,0.1,COL_1939.txt
Brigada del Ejército,1887,0.1,COL_1939.txt
Brigada del Ejército,10747,0.1,COL_1939.txt
Brigada del Ejército,2023,0.1,COL_1939.txt
,,,CRI_khanate_soldiers.txt
,,,CRI_khanate_soldiers.txt
,,,CRI_khanate_soldiers.txt
,,,CRI_khanate_soldiers.txt
,,,CRI_khanate_soldiers.txt
,,,CRI_khanate_soldiers.txt
,,,CRI_khanate_soldiers.txt
,,,CRI_khanate_soldiers.txt
,,,CRO_YUG_independence.txt
,,,CRO_YUG_independence.txt
,,,CRO_YUG_independence.txt
,,,CRO_YUG_independence.txt
,,,CRO_YUG_independence.txt
,,,CRO_YUG_independence.txt
Volunteer Brigade,10412,,CSA_fascist_uprising.txt
Volunteer Brigade,10412,,CSA_fascist_uprising.txt
Volunteer Brigade,10412,,CSA_fascist_uprising.txt
Volunteer Brigade,788,,CSA_fascist_uprising.txt
Volunteer Brigade,788,,CSA_fascist_uprising.txt
Volunteer Brigade,788,,CSA_fascist_uprising.txt
Volunteer Brigade,7558,,CSA_fascist_uprising.txt
Volunteer Brigade,7558,,CSA_fascist_uprising.txt
Volunteer Brigade,7558,,CSA_fascist_uprising.txt
Volunteer Brigade,7138,,CSA_fascist_uprising.txt
Volunteer Brigade,7138,,CSA_fascist_uprising.txt
Volunteer Brigade,7138,,CSA_fascist_uprising.txt
Volunteer Brigade,12501,,CSA_fascist_uprising.txt
Volunteer Brigade,12501,,CSA_fascist_uprising.txt
Volunteer Brigade,12501,,CSA_fascist_uprising.txt
Volunteer Brigade,10657,,CSA_fascist_uprising.txt
Volunteer Brigade,10657,,CSA_fascist_uprising.txt
Volunteer Brigade,10657,,CSA_fascist_uprising.txt
Volunteer Brigade,12353,,CSA_fascist_uprising.txt
Volunteer Brigade,12353,,CSA_fascist_uprising.txt
Volunteer Brigade,12353,,CSA_fascist_uprising.txt
Volunteer Brigade,12735,,CSA_fascist_uprising.txt
Volunteer Brigade,12735,,CSA_fascist_uprising.txt
Volunteer Brigade,12735,,CSA_fascist_uprising.txt
Volunteer Brigade,12384,,CSA_fascist_uprising.txt
Volunteer Brigade,12384,,CSA_fascist_uprising.txt
Volunteer Brigade,12384,,CSA_fascist_uprising.txt
Volunteer Brigade,4464,,CSA_fascist_uprising.txt
Volunteer Brigade,4464,,CSA_fascist_uprising.txt
Volunteer Brigade,4464,,CSA_fascist_uprising.txt
Volunteer Cavalry,3960,,CSA_fascist_uprising.txt
Volunteer Cavalry,3960,,CSA_fascist_uprising.txt
Volunteer Cavalry,3960,,CSA_fascist_uprising.txt
Volunteer Cavalry,12489,,CSA_fascist_uprising.txt
Volunteer Cavalry,12489,,CSA_fascist_uprising.txt
Volunteer Cavalry,12489,,CSA_fascist_uprising.txt
,,,CUB_1936.txt
,,,CUB_1936.txt
,,,CUB_1939.txt
,,,CUB_1939.txt
Jezdecká brigáda,11542,0.2,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
Jezdecká brigáda,6604,0.2,CZE_1936.txt
Jezdecká brigáda,6418,0.2,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
,,,CZE_1936.txt
Jezdecká brigáda,9539,0.2,CZE_1936.txt
Jezdecká brigáda,11542,0.2,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
Jezdecká brigáda,6604,0.2,CZE_1936_nsb.txt
Jezdecká brigáda,6418,0.2,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
,,,CZE_1936_nsb.txt
Jezdecká brigáda,9539,0.2,CZE_1936_nsb.txt
Infanteri Division,6287,0.2,DEN_1936.txt
,,,DEN_1936.txt
,,,DEN_1936.txt
Binær Division,11251,0.2,DEN_1936.txt
Kavaleri Brigade,6364,0.2,DEN_1936.txt
Infanteri Division,6287,0.2,DEN_1939.txt
