template_name,unit_type_key,grid_x,grid_y
Arméfördelning,artillery,0,0
Arméfördelning,engineer,0,1
Arméfördelning,recon,0,2
Kavalleribrigaden,recon,0,0
Pansarregemente,recon,0,0
Gebirgs-Division,engineer,0,1
Gebirgsinfanterie,recon,0,0
Gebirgsinfanterie,engineer,0,1
Infanterie de montagne,recon,0,0
Infanterie de montagne,engineer,0,1
Fanteria di montagna,recon,0,0
Fanteria di montagna,engineer,0,1
Zirhli Tümeni,recon,0,0
National Guard Division,artillery,0,0
National Guard Division,engineer,0,1
Cavalry Division,light_tank_recon,0,0
Cavalry Division,engineer,0,1
Garrison Brigade,engineer,0,0
Marine Brigade,engineer,0,0
Mechanized Cavalry,mot_recon,0,0
Mechanized Cavalry,engineer,0,1
Pesadijska Divizija,artillery,0,1
